"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,939","56.33%","93.38%","1,910","49.99%","6.62%","28,849","55.86%"
"Sex Crime","9,095","19.02%","98.40%","148","3.87%","1.60%","9,243","17.90%"
"Property","4,738","9.91%","88.36%","624","16.33%","11.64%","5,362","10.38%"
"Drug","4,076","8.52%","82.73%","851","22.27%","17.27%","4,927","9.54%"
"Habit/DUI","71",".15%","85.54%","12",".31%","14.46%","83",".16%"
"Other","2,904","6.07%","91.32%","276","7.22%","8.68%","3,180","6.16%"
"Total Reported","47,823","100%","92.6%","3,821","100%","7.4%","51,644","100%"
