"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,486","52.18%","93.88%","1,727","44.06%","6.12%","28,213","51.60%"
"Sex Crime","8,544","16.83%","98.40%","139","3.55%","1.60%","8,683","15.88%"
"Property","7,761","15.29%","89.17%","943","24.06%","10.83%","8,704","15.92%"
"Drug","5,309","10.46%","85.64%","890","22.70%","14.36%","6,199","11.34%"
"Habit/DUI","104",".20%","88.89%","13",".33%","11.11%","117",".21%"
"Other","2,555","5.03%","92.47%","208","5.31%","7.53%","2,763","5.05%"
"Total Reported","50,759","100%","92.83%","3,920","100%","7.17%","54,679","100%"
