"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,359","52.35%","93.97%","1,692","44.28%","6.03%","28,051","51.78%"
"Sex Crime","8,384","16.65%","98.52%","126","3.30%","1.48%","8,510","15.71%"
"Property","7,751","15.39%","88.87%","971","25.41%","11.13%","8,722","16.10%"
"Drug","5,282","10.49%","86.36%","834","21.83%","13.64%","6,116","11.29%"
"Habit/DUI","93",".18%","90.29%","10",".26%","9.71%","103",".19%"
"Other","2,481","4.93%","92.96%","188","4.92%","7.04%","2,669","4.93%"
"Total Reported","50,350","100%","92.95%","3,821","100%","7.05%","54,171","100%"
