"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,223","44.35%","94.32%","1,279","37.25%","5.68%","22,502","43.88%"
"Sex Crime","7,113","14.86%","98.67%","96","2.80%","1.33%","7,209","14.06%"
"Property","9,363","19.57%","89.31%","1,121","32.64%","10.69%","10,484","20.44%"
"Drug","7,629","15.94%","90.44%","806","23.47%","9.56%","8,435","16.45%"
"Habit/DUI","168",".35%","97.11%","5",".15%","2.89%","173",".34%"
"Other","2,356","4.92%","94.89%","127","3.70%","5.11%","2,483","4.84%"
"Total Reported","47,852","100%","93.3%","3,434","100%","6.7%","51,286","100%"
