"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,725","51.27%","94.04%","1,629","43.57%","5.96%","27,354","50.74%"
"Sex Crime","8,247","16.44%","98.41%","133","3.56%","1.59%","8,380","15.54%"
"Property","8,315","16.57%","89.06%","1,021","27.31%","10.94%","9,336","17.32%"
"Drug","5,523","11.01%","87.81%","767","20.51%","12.19%","6,290","11.67%"
"Habit/DUI","111",".22%","90.98%","11",".29%","9.02%","122",".23%"
"Other","2,255","4.49%","92.68%","178","4.76%","7.32%","2,433","4.51%"
"Total Reported","50,176","100%","93.07%","3,739","100%","6.93%","53,915","100%"
