"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,597","52.34%","93.85%","1,743","44.25%","6.15%","28,340","51.76%"
"Sex Crime","8,621","16.97%","98.39%","141","3.58%","1.61%","8,762","16.00%"
"Property","7,606","14.97%","89.06%","934","23.71%","10.94%","8,540","15.60%"
"Drug","5,297","10.42%","85.73%","882","22.39%","14.27%","6,179","11.29%"
"Habit/DUI","95",".19%","87.96%","13",".33%","12.04%","108",".20%"
"Other","2,595","5.11%","91.99%","226","5.74%","8.01%","2,821","5.15%"
"Total Reported","50,811","100%","92.81%","3,939","100%","7.19%","54,750","100%"
