"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,753","49.33%","94.00%","1,579","43.65%","6.00%","26,332","48.95%"
"Sex Crime","8,226","16.39%","98.41%","133","3.68%","1.59%","8,359","15.54%"
"Property","9,179","18.29%","89.61%","1,064","29.42%","10.39%","10,243","19.04%"
"Drug","5,689","11.34%","89.46%","670","18.52%","10.54%","6,359","11.82%"
"Habit/DUI","97",".19%","88.99%","12",".33%","11.01%","109",".20%"
"Other","2,231","4.45%","93.35%","159","4.40%","6.65%","2,390","4.44%"
"Total Reported","50,175","100%","93.28%","3,617","100%","6.72%","53,792","100%"
