"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,489","52.31%","93.98%","1,698","44.59%","6.02%","28,187","51.77%"
"Sex Crime","8,371","16.53%","98.54%","124","3.26%","1.46%","8,495","15.60%"
"Property","7,935","15.67%","89.07%","974","25.58%","10.93%","8,909","16.36%"
"Drug","5,267","10.40%","86.44%","826","21.69%","13.56%","6,093","11.19%"
"Habit/DUI","100",".20%","91.74%","9",".24%","8.26%","109",".20%"
"Other","2,479","4.90%","93.34%","177","4.65%","6.66%","2,656","4.88%"
"Total Reported","50,641","100%","93.01%","3,808","100%","6.99%","54,449","100%"
