"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,901","50.33%","94.19%","1,536","43.67%","5.81%","26,437","49.88%"
"Sex Crime","8,203","16.58%","98.51%","124","3.53%","1.49%","8,327","15.71%"
"Property","8,962","18.11%","89.62%","1,038","29.51%","10.38%","10,000","18.87%"
"Drug","5,323","10.76%","89.09%","652","18.54%","10.91%","5,975","11.27%"
"Habit/DUI","106",".21%","86.89%","16",".45%","13.11%","122",".23%"
"Other","1,985","4.01%","92.93%","151","4.29%","7.07%","2,136","4.03%"
"Total Reported","49,480","100%","93.36%","3,517","100%","6.64%","52,997","100%"
