"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,490","52.20%","93.88%","1,727","43.93%","6.12%","28,217","51.60%"
"Sex Crime","8,511","16.77%","98.40%","138","3.51%","1.60%","8,649","15.82%"
"Property","7,777","15.32%","89.04%","957","24.34%","10.96%","8,734","15.97%"
"Drug","5,308","10.46%","85.72%","884","22.49%","14.28%","6,192","11.32%"
"Habit/DUI","107",".21%","87.70%","15",".38%","12.30%","122",".22%"
"Other","2,555","5.03%","92.41%","210","5.34%","7.59%","2,765","5.06%"
"Total Reported","50,748","100%","92.81%","3,931","100%","7.19%","54,679","100%"
