"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,086","44.96%","94.38%","1,315","36.30%","5.62%","23,401","44.37%"
"Sex Crime","7,553","15.38%","98.53%","113","3.12%","1.47%","7,666","14.53%"
"Property","9,198","18.72%","88.73%","1,168","32.24%","11.27%","10,366","19.65%"
"Drug","8,153","16.60%","90.17%","889","24.54%","9.83%","9,042","17.14%"
"Habit/DUI","133",".27%","95.68%","6",".17%","4.32%","139",".26%"
"Other","1,999","4.07%","93.81%","132","3.64%","6.19%","2,131","4.04%"
"Total Reported","49,122","100%","93.13%","3,623","100%","6.87%","52,745","100%"
