"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","28,085","56.88%","93.08%","2,089","52.17%","6.92%","30,174","56.53%"
"Sex Crime","9,467","19.17%","98.4%","154","3.85%","1.6%","9,621","18.02%"
"Property","4,703","9.53%","87.74%","657","16.41%","12.26%","5,360","10.04%"
"Drug","3,944","7.99%","83.1%","802","20.03%","16.9%","4,746","8.89%"
"Habit/DUI","82","0.17%","85.42%","14","0.35%","14.58%","96","0.18%"
"Other","3,093","6.26%","91.48%","288","7.19%","8.52%","3,381","6.33%"
"Total Reported","49,374","100.00%","92.50%","4,004","100.00%","7.50%","53,378","100.00%"
