"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,673","55.95%","93.52%","1,779","50.61%","6.48%","27,452","55.57%"
"Sex Crime","8,695","18.95%","98.38%","143","4.07%","1.62%","8,838","17.89%"
"Property","4,889","10.66%","89.30%","586","16.67%","10.70%","5,475","11.08%"
"Drug","3,905","8.51%","83.78%","756","21.51%","16.22%","4,661","9.44%"
"Habit/DUI","69",".15%","88.46%","9",".26%","11.54%","78",".16%"
"Other","2,651","5.78%","91.63%","242","6.88%","8.37%","2,893","5.86%"
"Total Reported","45,882","100%","92.88%","3,515","100%","7.12%","49,397","100%"
