"Years Served","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"27 to 27.99 years","17","0.14%","94.44%","1","0.06%","5.56%","18","0.13%"
"28 to 28.99 years","18","0.15%","90.0%","2","0.12%","10.0%","20","0.15%"
"29 to 29.99 years","18","0.15%","100.0%","","","","18","0.13%"
"Thirty + years","121","1.0%","99.18%","1","0.06%","0.82%","122","0.89%"
"Total Reported","12,118","100.00%","88.30%","1,606","100.00%","11.70%","13,724","100.00%"
