"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","5,649","41.95%","91.75%","508","28.98%","8.25%","6,157","40.46%"
"Sex Crime","1,670","12.40%","98.18%","31","1.77%","1.82%","1,701","11.18%"
"Property","2,533","18.81%","83.79%","490","27.95%","16.21%","3,023","19.86%"
"Drug","1,901","14.12%","78.42%","523","29.83%","21.58%","2,424","15.93%"
"Habit/DUI","33",".25%","89.19%","4",".23%","10.81%","37",".24%"
"Other","1,679","12.47%","89.50%","197","11.24%","10.50%","1,876","12.33%"
"Total Reported","13,465","100%","88.48%","1,753","100%","11.52%","15,218","100%"
"Not Reported","1","","","1","","","2",""
"Grand Total","13,466","","","1,754","","","15,220",""
