"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","4,169","22.03%","93.37%","296","13.85%","6.63%","4,465","21.20%"
"Sex Crime","1,419","7.50%","98.27%","25","1.17%","1.73%","1,444","6.86%"
"Property","5,781","30.55%","86.43%","908","42.49%","13.57%","6,689","31.76%"
"Drug","5,923","31.30%","88.32%","783","36.64%","11.68%","6,706","31.84%"
"Habit/DUI","129",".68%","96.27%","5",".23%","3.73%","134",".64%"
"Other","1,505","7.95%","92.62%","120","5.62%","7.38%","1,625","7.71%"
"Total Reported","18,926","100%","89.85%","2,137","100%","10.15%","21,063","100%"
"Not Reported","92","","","16","","","108",""
"Grand Total","19,018","","","2,153","","","21,171",""
