"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","3,687","21.19%","93.04%","276","14.96%","6.96%","3,963","20.59%"
"Sex Crime","1,110","6.38%","98.32%","19","1.03%","1.68%","1,129","5.87%"
"Property","5,616","32.27%","86.61%","868","47.05%","13.39%","6,484","33.69%"
"Drug","5,320","30.57%","90.12%","583","31.60%","9.88%","5,903","30.67%"
"Habit/DUI","186","1.07%","98.41%","3",".16%","1.59%","189",".98%"
"Other","1,483","8.52%","93.92%","96","5.20%","6.08%","1,579","8.20%"
"Total Reported","17,402","100%","90.41%","1,845","100%","9.59%","19,247","100%"
"Not Reported","88","","","3","","","91",""
"Grand Total","17,490","","","1,848","","","19,338",""
