"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","4,860","27.16%","92.19%","412","19.05%","7.81%","5,272","26.28%"
"Sex Crime","1,352","7.56%","97.55%","34","1.57%","2.45%","1,386","6.91%"
"Property","5,868","32.79%","85.86%","966","44.66%","14.14%","6,834","34.07%"
"Drug","4,369","24.41%","87.08%","648","29.96%","12.92%","5,017","25.01%"
"Habit/DUI","97",".54%","93.27%","7",".32%","6.73%","104",".52%"
"Other","1,349","7.54%","93.36%","96","4.44%","6.64%","1,445","7.20%"
"Total Reported","17,895","100%","89.22%","2,163","100%","10.78%","20,058","100%"
"Not Reported","120","","","35","","","155",""
"Grand Total","18,015","","","2,198","","","20,213",""
