"Years Served","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"27 to 27.99 years","261","0.53%","96.67%","9","0.22%","3.33%","270","0.51%"
"28 to 28.99 years","282","0.57%","96.91%","9","0.22%","3.09%","291","0.55%"
"29 to 29.99 years","248","0.51%","98.02%","5","0.12%","1.98%","253","0.48%"
"Thirty + years","1,774","3.61%","98.67%","24","0.59%","1.33%","1,798","3.38%"
"Total Reported","49,097","100.00%","92.41%","4,035","100.00%","7.59%","53,132","100.00%"
