"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","185",".37%","92.50%","15",".40%","7.50%","200",".37%"
"Appling County","95",".19%","95.96%","4",".11%","4.04%","99",".18%"
"Atkinson County","44",".09%","89.80%","5",".13%","10.20%","49",".09%"
"Bacon County","74",".15%","91.36%","7",".19%","8.64%","81",".15%"
"Baker County","9",".02%","90.00%","1",".03%","10.00%","10",".02%"
"Baldwin County","282",".56%","92.76%","22",".58%","7.24%","304",".56%"
"Banks County","54",".11%","91.53%","5",".13%","8.47%","59",".11%"
"Barrow County","258",".51%","90.21%","28",".74%","9.79%","286",".53%"
"Bartow County","638","1.27%","88.98%","79","2.09%","11.02%","717","1.33%"
"Ben Hill County","249",".50%","91.88%","22",".58%","8.12%","271",".50%"
"Berrien County","92",".18%","95.83%","4",".11%","4.17%","96",".18%"
"Bibb County","1,134","2.26%","94.26%","69","1.83%","5.74%","1,203","2.23%"
"Bleckley County","58",".12%","93.55%","4",".11%","6.45%","62",".11%"
"Brantley County","54",".11%","93.10%","4",".11%","6.90%","58",".11%"
"Brooks County","69",".14%","97.18%","2",".05%","2.82%","71",".13%"
"Bryan County","78",".16%","97.50%","2",".05%","2.50%","80",".15%"
"Bulloch County","548","1.09%","94.00%","35",".93%","6.00%","583","1.08%"
"Burke County","207",".41%","96.28%","8",".21%","3.72%","215",".40%"
"Butts County","105",".21%","94.59%","6",".16%","5.41%","111",".21%"
"Calhoun County","30",".06%","96.77%","1",".03%","3.23%","31",".06%"
"Camden County","184",".37%","95.34%","9",".24%","4.66%","193",".36%"
"Candler County","111",".22%","92.50%","9",".24%","7.50%","120",".22%"
"Carroll County","543","1.08%","90.05%","60","1.59%","9.95%","603","1.12%"
"Catoosa County","355",".71%","90.10%","39","1.03%","9.90%","394",".73%"
"Charlton County","61",".12%","93.85%","4",".11%","6.15%","65",".12%"
"Chatham County","1,993","3.97%","95.77%","88","2.33%","4.23%","2,081","3.85%"
"Chattahoochee County","34",".07%","94.44%","2",".05%","5.56%","36",".07%"
"Chattooga County","252",".50%","86.90%","38","1.01%","13.10%","290",".54%"
"Cherokee County","544","1.08%","89.33%","65","1.72%","10.67%","609","1.13%"
"Clarke County","496",".99%","93.94%","32",".85%","6.06%","528",".98%"
"Clay County","25",".05%","86.21%","4",".11%","13.79%","29",".05%"
"Clayton County","1,470","2.93%","93.87%","96","2.54%","6.13%","1,566","2.90%"
"Clinch County","38",".08%","95.00%","2",".05%","5.00%","40",".07%"
"Cobb County","2,530","5.03%","90.84%","255","6.76%","9.16%","2,785","5.15%"
"Coffee County","256",".51%","93.09%","19",".50%","6.91%","275",".51%"
"Colquitt County","213",".42%","95.52%","10",".26%","4.48%","223",".41%"
"Columbia County","401",".80%","90.11%","44","1.17%","9.89%","445",".82%"
"Cook County","130",".26%","94.20%","8",".21%","5.80%","138",".26%"
"Coweta County","582","1.16%","93.57%","40","1.06%","6.43%","622","1.15%"
"Crawford County","21",".04%","100.00%","","","","21",".04%"
"Crisp County","289",".58%","94.14%","18",".48%","5.86%","307",".57%"
"Dade County","98",".20%","96.08%","4",".11%","3.92%","102",".19%"
"Dawson County","111",".22%","90.24%","12",".32%","9.76%","123",".23%"
"Decatur County","247",".49%","95.37%","12",".32%","4.63%","259",".48%"
"Dekalb County","3,109","6.19%","94.99%","164","4.35%","5.01%","3,273","6.06%"
"Dodge County","167",".33%","92.78%","13",".34%","7.22%","180",".33%"
"Dooly County","101",".20%","94.39%","6",".16%","5.61%","107",".20%"
"Dougherty County","967","1.92%","94.71%","54","1.43%","5.29%","1,021","1.89%"
"Douglas County","1,107","2.20%","89.56%","129","3.42%","10.44%","1,236","2.29%"
"Early County","94",".19%","94.00%","6",".16%","6.00%","100",".19%"
"Echols County","9",".02%","100.00%","","","","9",".02%"
"Effingham County","220",".44%","91.29%","21",".56%","8.71%","241",".45%"
"Elbert County","132",".26%","92.31%","11",".29%","7.69%","143",".26%"
"Emanuel County","173",".34%","93.51%","12",".32%","6.49%","185",".34%"
"Evans County","88",".18%","92.63%","7",".19%","7.37%","95",".18%"
"Fannin County","85",".17%","85.00%","15",".40%","15.00%","100",".19%"
"Fayette County","348",".69%","89.69%","40","1.06%","10.31%","388",".72%"
"Floyd County","913","1.82%","89.25%","110","2.91%","10.75%","1,023","1.89%"
"Forsyth County","393",".78%","89.73%","45","1.19%","10.27%","438",".81%"
"Franklin County","153",".30%","93.87%","10",".26%","6.13%","163",".30%"
"Fulton County","5,110","10.17%","96.14%","205","5.43%","3.86%","5,315","9.84%"
"Gilmer County","93",".19%","93.00%","7",".19%","7.00%","100",".19%"
"Glascock County","6",".01%","85.71%","1",".03%","14.29%","7",".01%"
"Glynn County","544","1.08%","92.52%","44","1.17%","7.48%","588","1.09%"
"Gordon County","402",".80%","87.20%","59","1.56%","12.80%","461",".85%"
"Grady County","157",".31%","94.58%","9",".24%","5.42%","166",".31%"
"Greene County","116",".23%","95.08%","6",".16%","4.92%","122",".23%"
"Gwinnett County","2,443","4.86%","92.64%","194","5.14%","7.36%","2,637","4.88%"
"Habersham County","99",".20%","91.67%","9",".24%","8.33%","108",".20%"
"Hall County","706","1.40%","91.57%","65","1.72%","8.43%","771","1.43%"
"Hancock County","32",".06%","96.97%","1",".03%","3.03%","33",".06%"
"Haralson County","145",".29%","94.16%","9",".24%","5.84%","154",".29%"
"Harris County","114",".23%","89.76%","13",".34%","10.24%","127",".24%"
"Hart County","155",".31%","95.09%","8",".21%","4.91%","163",".30%"
"Heard County","51",".10%","91.07%","5",".13%","8.93%","56",".10%"
"Henry County","517","1.03%","90.07%","57","1.51%","9.93%","574","1.06%"
"Houston County","700","1.39%","93.46%","49","1.30%","6.54%","749","1.39%"
"Irwin County","78",".16%","98.73%","1",".03%","1.27%","79",".15%"
"Jackson County","250",".50%","92.94%","19",".50%","7.06%","269",".50%"
