"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","195",".38%","94.66%","11",".28%","5.34%","206",".37%"
"Appling County","116",".23%","96.67%","4",".10%","3.33%","120",".22%"
"Atkinson County","57",".11%","89.06%","7",".18%","10.94%","64",".12%"
"Bacon County","86",".17%","90.53%","9",".23%","9.47%","95",".17%"
"Baker County","12",".02%","85.71%","2",".05%","14.29%","14",".03%"
"Baldwin County","319",".62%","93.27%","23",".58%","6.73%","342",".62%"
"Banks County","73",".14%","92.41%","6",".15%","7.59%","79",".14%"
"Barrow County","358",".70%","91.79%","32",".80%","8.21%","390",".71%"
"Bartow County","619","1.21%","87.55%","88","2.21%","12.45%","707","1.28%"
"Ben Hill County","268",".52%","93.06%","20",".50%","6.94%","288",".52%"
"Berrien County","91",".18%","97.85%","2",".05%","2.15%","93",".17%"
"Bibb County","1,168","2.29%","94.04%","74","1.86%","5.96%","1,242","2.26%"
"Bleckley County","69",".14%","93.24%","5",".13%","6.76%","74",".13%"
"Brantley County","75",".15%","83.33%","15",".38%","16.67%","90",".16%"
"Brooks County","51",".10%","98.08%","1",".03%","1.92%","52",".09%"
"Bryan County","59",".12%","98.33%","1",".03%","1.67%","60",".11%"
"Bulloch County","524","1.03%","92.25%","44","1.11%","7.75%","568","1.03%"
"Burke County","236",".46%","96.33%","9",".23%","3.67%","245",".45%"
"Butts County","118",".23%","93.65%","8",".20%","6.35%","126",".23%"
"Calhoun County","31",".06%","88.57%","4",".10%","11.43%","35",".06%"
"Camden County","210",".41%","92.51%","17",".43%","7.49%","227",".41%"
"Candler County","112",".22%","93.33%","8",".20%","6.67%","120",".22%"
"Carroll County","654","1.28%","91.98%","57","1.43%","8.02%","711","1.29%"
"Catoosa County","371",".73%","90.49%","39",".98%","9.51%","410",".74%"
"Charlton County","57",".11%","90.48%","6",".15%","9.52%","63",".11%"
"Chatham County","1,896","3.71%","94.85%","103","2.59%","5.15%","1,999","3.63%"
"Chattahoochee County","26",".05%","100.00%","","","","26",".05%"
"Chattooga County","225",".44%","88.24%","30",".75%","11.76%","255",".46%"
"Cherokee County","572","1.12%","92.86%","44","1.11%","7.14%","616","1.12%"
"Clarke County","568","1.11%","92.96%","43","1.08%","7.04%","611","1.11%"
"Clay County","26",".05%","86.67%","4",".10%","13.33%","30",".05%"
"Clayton County","1,367","2.68%","93.18%","100","2.51%","6.82%","1,467","2.66%"
"Clinch County","46",".09%","88.46%","6",".15%","11.54%","52",".09%"
"Cobb County","2,579","5.05%","92.04%","223","5.61%","7.96%","2,802","5.09%"
"Coffee County","226",".44%","92.62%","18",".45%","7.38%","244",".44%"
"Colquitt County","220",".43%","95.65%","10",".25%","4.35%","230",".42%"
"Columbia County","429",".84%","90.70%","44","1.11%","9.30%","473",".86%"
"Cook County","114",".22%","94.21%","7",".18%","5.79%","121",".22%"
"Coweta County","656","1.28%","92.52%","53","1.33%","7.48%","709","1.29%"
"Crawford County","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Crisp County","315",".62%","94.03%","20",".50%","5.97%","335",".61%"
"Dade County","103",".20%","91.15%","10",".25%","8.85%","113",".21%"
"Dawson County","97",".19%","86.61%","15",".38%","13.39%","112",".20%"
"Decatur County","239",".47%","94.47%","14",".35%","5.53%","253",".46%"
"Dekalb County","3,001","5.88%","95.21%","151","3.80%","4.79%","3,152","5.73%"
"Dodge County","149",".29%","93.71%","10",".25%","6.29%","159",".29%"
"Dooly County","114",".22%","95.00%","6",".15%","5.00%","120",".22%"
"Dougherty County","821","1.61%","95.13%","42","1.06%","4.87%","863","1.57%"
"Douglas County","1,036","2.03%","90.40%","110","2.77%","9.60%","1,146","2.08%"
"Early County","84",".16%","96.55%","3",".08%","3.45%","87",".16%"
"Echols County","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"Effingham County","248",".49%","90.51%","26",".65%","9.49%","274",".50%"
"Elbert County","139",".27%","93.29%","10",".25%","6.71%","149",".27%"
"Emanuel County","171",".33%","90.96%","17",".43%","9.04%","188",".34%"
"Evans County","87",".17%","94.57%","5",".13%","5.43%","92",".17%"
"Fannin County","102",".20%","86.44%","16",".40%","13.56%","118",".21%"
