"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","218",".46%","93.56%","15",".41%","6.44%","233",".46%"
"Appling County","114",".24%","95.80%","5",".14%","4.20%","119",".23%"
"Atkinson County","47",".10%","95.92%","2",".05%","4.08%","49",".10%"
"Bacon County","75",".16%","92.59%","6",".16%","7.41%","81",".16%"
"Baker County","17",".04%","89.47%","2",".05%","10.53%","19",".04%"
"Baldwin County","287",".61%","93.18%","21",".57%","6.82%","308",".61%"
"Banks County","54",".11%","85.71%","9",".24%","14.29%","63",".12%"
"Barrow County","360",".76%","89.33%","43","1.16%","10.67%","403",".79%"
"Bartow County","585","1.24%","87.97%","80","2.16%","12.03%","665","1.31%"
"Ben Hill County","253",".54%","93.01%","19",".51%","6.99%","272",".54%"
"Berrien County","110",".23%","93.22%","8",".22%","6.78%","118",".23%"
"Bibb County","931","1.98%","95.19%","47","1.27%","4.81%","978","1.93%"
"Bleckley County","67",".14%","94.37%","4",".11%","5.63%","71",".14%"
"Brantley County","69",".15%","84.15%","13",".35%","15.85%","82",".16%"
"Brooks County","51",".11%","98.08%","1",".03%","1.92%","52",".10%"
"Bryan County","73",".16%","97.33%","2",".05%","2.67%","75",".15%"
"Bulloch County","518","1.10%","92.50%","42","1.13%","7.50%","560","1.10%"
"Burke County","218",".46%","96.04%","9",".24%","3.96%","227",".45%"
"Butts County","145",".31%","91.77%","13",".35%","8.23%","158",".31%"
"Calhoun County","27",".06%","90.00%","3",".08%","10.00%","30",".06%"
"Camden County","188",".40%","92.61%","15",".41%","7.39%","203",".40%"
"Candler County","85",".18%","94.44%","5",".14%","5.56%","90",".18%"
"Carroll County","634","1.35%","91.88%","56","1.51%","8.12%","690","1.36%"
"Catoosa County","370",".79%","88.52%","48","1.30%","11.48%","418",".82%"
"Charlton County","67",".14%","90.54%","7",".19%","9.46%","74",".15%"
"Chatham County","1,498","3.18%","95.60%","69","1.86%","4.40%","1,567","3.09%"
"Chattahoochee County","17",".04%","94.44%","1",".03%","5.56%","18",".04%"
"Chattooga County","159",".34%","93.53%","11",".30%","6.47%","170",".33%"
"Cherokee County","610","1.30%","93.56%","42","1.13%","6.44%","652","1.28%"
"Clarke County","492","1.05%","93.89%","32",".86%","6.11%","524","1.03%"
"Clay County","12",".03%","85.71%","2",".05%","14.29%","14",".03%"
