"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","184",".36%","93.88%","12",".30%","6.12%","196",".36%"
"Appling County","116",".23%","95.08%","6",".15%","4.92%","122",".22%"
"Atkinson County","60",".12%","86.96%","9",".23%","13.04%","69",".13%"
"Bacon County","79",".15%","90.80%","8",".20%","9.20%","87",".16%"
"Baker County","13",".03%","86.67%","2",".05%","13.33%","15",".03%"
"Baldwin County","316",".62%","92.94%","24",".61%","7.06%","340",".62%"
"Banks County","72",".14%","92.31%","6",".15%","7.69%","78",".14%"
"Barrow County","356",".70%","91.52%","33",".84%","8.48%","389",".71%"
"Bartow County","624","1.22%","88.39%","82","2.08%","11.61%","706","1.28%"
"Ben Hill County","265",".52%","92.98%","20",".51%","7.02%","285",".52%"
"Berrien County","86",".17%","97.73%","2",".05%","2.27%","88",".16%"
"Bibb County","1,148","2.25%","94.18%","71","1.80%","5.82%","1,219","2.22%"
"Bleckley County","68",".13%","89.47%","8",".20%","10.53%","76",".14%"
"Brantley County","78",".15%","85.71%","13",".33%","14.29%","91",".17%"
"Brooks County","52",".10%","96.30%","2",".05%","3.70%","54",".10%"
"Bryan County","60",".12%","95.24%","3",".08%","4.76%","63",".11%"
"Bulloch County","524","1.03%","91.13%","51","1.29%","8.87%","575","1.05%"
"Burke County","246",".48%","97.23%","7",".18%","2.77%","253",".46%"
"Butts County","118",".23%","95.16%","6",".15%","4.84%","124",".23%"
"Calhoun County","34",".07%","94.44%","2",".05%","5.56%","36",".07%"
"Camden County","211",".41%","92.95%","16",".41%","7.05%","227",".41%"
"Candler County","112",".22%","93.33%","8",".20%","6.67%","120",".22%"
"Carroll County","654","1.28%","91.85%","58","1.47%","8.15%","712","1.29%"
"Catoosa County","387",".76%","90.00%","43","1.09%","10.00%","430",".78%"
"Charlton County","52",".10%","88.14%","7",".18%","11.86%","59",".11%"
"Chatham County","1,897","3.72%","95.14%","97","2.46%","4.86%","1,994","3.63%"
"Chattahoochee County","27",".05%","100.00%","","","","27",".05%"
"Chattooga County","217",".43%","86.80%","33",".84%","13.20%","250",".45%"
"Cherokee County","568","1.11%","92.96%","43","1.09%","7.04%","611","1.11%"
"Clarke County","565","1.11%","92.93%","43","1.09%","7.07%","608","1.11%"
"Clay County","29",".06%","87.88%","4",".10%","12.12%","33",".06%"
"Clayton County","1,358","2.66%","92.95%","103","2.61%","7.05%","1,461","2.66%"
"Clinch County","49",".10%","89.09%","6",".15%","10.91%","55",".10%"
"Cobb County","2,543","4.98%","91.87%","225","5.70%","8.13%","2,768","5.03%"
"Coffee County","217",".43%","93.94%","14",".35%","6.06%","231",".42%"
"Colquitt County","211",".41%","95.05%","11",".28%","4.95%","222",".40%"
"Columbia County","444",".87%","91.55%","41","1.04%","8.45%","485",".88%"
"Cook County","117",".23%","92.86%","9",".23%","7.14%","126",".23%"
"Coweta County","656","1.28%","92.39%","54","1.37%","7.61%","710","1.29%"
"Crawford County","26",".05%","96.30%","1",".03%","3.70%","27",".05%"
"Crisp County","312",".61%","93.98%","20",".51%","6.02%","332",".60%"
"Dade County","106",".21%","92.98%","8",".20%","7.02%","114",".21%"
"Dawson County","91",".18%","88.35%","12",".30%","11.65%","103",".19%"
"Decatur County","232",".45%","94.69%","13",".33%","5.31%","245",".45%"
"Dekalb County","3,034","5.94%","95.29%","150","3.80%","4.71%","3,184","5.79%"
"Dodge County","156",".31%","93.98%","10",".25%","6.02%","166",".30%"
"Dooly County","111",".22%","94.07%","7",".18%","5.93%","118",".21%"
"Dougherty County","838","1.64%","94.90%","45","1.14%","5.10%","883","1.61%"
"Douglas County","1,041","2.04%","90.13%","114","2.89%","9.87%","1,155","2.10%"
"Early County","86",".17%","95.56%","4",".10%","4.44%","90",".16%"
"Echols County","13",".03%","92.86%","1",".03%","7.14%","14",".03%"
"Effingham County","250",".49%","91.91%","22",".56%","8.09%","272",".49%"
"Elbert County","139",".27%","92.67%","11",".28%","7.33%","150",".27%"
"Emanuel County","167",".33%","90.27%","18",".46%","9.73%","185",".34%"
"Evans County","87",".17%","94.57%","5",".13%","5.43%","92",".17%"
"Fannin County","106",".21%","84.80%","19",".48%","15.20%","125",".23%"
"Fayette County","344",".67%","90.77%","35",".89%","9.23%","379",".69%"
"Floyd County","866","1.70%","89.46%","102","2.58%","10.54%","968","1.76%"
"Forsyth County","348",".68%","92.31%","29",".73%","7.69%","377",".69%"
"Franklin County","180",".35%","89.55%","21",".53%","10.45%","201",".37%"
"Fulton County","4,926","9.65%","95.95%","208","5.27%","4.05%","5,134","9.33%"
"Gilmer County","100",".20%","91.74%","9",".23%","8.26%","109",".20%"
"Glascock County","10",".02%","100.00%","","","","10",".02%"
"Glynn County","569","1.11%","94.52%","33",".84%","5.48%","602","1.09%"
"Gordon County","389",".76%","89.43%","46","1.16%","10.57%","435",".79%"
"Grady County","145",".28%","96.67%","5",".13%","3.33%","150",".27%"
"Greene County","124",".24%","94.66%","7",".18%","5.34%","131",".24%"
"Gwinnett County","2,690","5.27%","93.53%","186","4.71%","6.47%","2,876","5.23%"
"Habersham County","123",".24%","89.13%","15",".38%","10.87%","138",".25%"
"Hall County","720","1.41%","91.14%","70","1.77%","8.86%","790","1.44%"
"Hancock County","36",".07%","92.31%","3",".08%","7.69%","39",".07%"
"Haralson County","104",".20%","88.89%","13",".33%","11.11%","117",".21%"
"Harris County","131",".26%","93.57%","9",".23%","6.43%","140",".25%"
"Hart County","186",".36%","91.63%","17",".43%","8.37%","203",".37%"
"Heard County","44",".09%","89.80%","5",".13%","10.20%","49",".09%"
"Henry County","664","1.30%","90.22%","72","1.82%","9.78%","736","1.34%"
"Houston County","694","1.36%","92.29%","58","1.47%","7.71%","752","1.37%"
"Irwin County","69",".14%","97.18%","2",".05%","2.82%","71",".13%"
"Jackson County","280",".55%","93.02%","21",".53%","6.98%","301",".55%"
"Jasper County","60",".12%","89.55%","7",".18%","10.45%","67",".12%"
"Jeff Davis County","92",".18%","91.09%","9",".23%","8.91%","101",".18%"
"Jefferson County","165",".32%","92.70%","13",".33%","7.30%","178",".32%"
"Jenkins County","81",".16%","94.19%","5",".13%","5.81%","86",".16%"
"Johnson County","41",".08%","91.11%","4",".10%","8.89%","45",".08%"
"Jones County","199",".39%","88.44%","26",".66%","11.56%","225",".41%"
"Lamar County","77",".15%","90.59%","8",".20%","9.41%","85",".15%"
"Lanier County","45",".09%","95.74%","2",".05%","4.26%","47",".09%"
"Laurens County","285",".56%","93.44%","20",".51%","6.56%","305",".55%"
"Lee County","74",".14%","87.06%","11",".28%","12.94%","85",".15%"
"Liberty County","227",".44%","93.80%","15",".38%","6.20%","242",".44%"
"Lincoln County","47",".09%","92.16%","4",".10%","7.84%","51",".09%"
"Long County","63",".12%","91.30%","6",".15%","8.70%","69",".13%"
"Lowndes County","457",".90%","95.61%","21",".53%","4.39%","478",".87%"
"Lumpkin County","84",".16%","91.30%","8",".20%","8.70%","92",".17%"
"Macon County","47",".09%","92.16%","4",".10%","7.84%","51",".09%"
"Madison County","167",".33%","91.76%","15",".38%","8.24%","182",".33%"
"Marion County","30",".06%","88.24%","4",".10%","11.76%","34",".06%"
"Mcduffie County","203",".40%","95.75%","9",".23%","4.25%","212",".39%"
"Mcintosh County","45",".09%","90.00%","5",".13%","10.00%","50",".09%"
"Meriwether County","219",".43%","91.63%","20",".51%","8.37%","239",".43%"
"Miller County","33",".06%","94.29%","2",".05%","5.71%","35",".06%"
"Mitchell County","157",".31%","92.90%","12",".30%","7.10%","169",".31%"
"Monroe County","137",".27%","91.33%","13",".33%","8.67%","150",".27%"
"Montgomery County","33",".06%","84.62%","6",".15%","15.38%","39",".07%"
"Morgan County","136",".27%","90.67%","14",".35%","9.33%","150",".27%"
"Murray County","219",".43%","92.02%","19",".48%","7.98%","238",".43%"
"Muscogee County","1,194","2.34%","95.06%","62","1.57%","4.94%","1,256","2.28%"
"Newton County","730","1.43%","91.02%","72","1.82%","8.98%","802","1.46%"
"Oconee County","52",".10%","100.00%","","","","52",".09%"
"Oglethorpe County","68",".13%","93.15%","5",".13%","6.85%","73",".13%"
"Paulding County","228",".45%","92.31%","19",".48%","7.69%","247",".45%"
"Peach County","90",".18%","94.74%","5",".13%","5.26%","95",".17%"
"Pickens County","105",".21%","85.37%","18",".46%","14.63%","123",".22%"
"Pierce County","101",".20%","93.52%","7",".18%","6.48%","108",".20%"
"Pike County","44",".09%","93.62%","3",".08%","6.38%","47",".09%"
"Polk County","190",".37%","90.05%","21",".53%","9.95%","211",".38%"
"Pulaski County","48",".09%","94.12%","3",".08%","5.88%","51",".09%"
"Putnam County","159",".31%","91.91%","14",".35%","8.09%","173",".31%"
"Quitman County","12",".02%","100.00%","","","","12",".02%"
"Rabun County","60",".12%","88.24%","8",".20%","11.76%","68",".12%"
"Randolph County","62",".12%","95.38%","3",".08%","4.62%","65",".12%"
"Richmond County","1,950","3.82%","93.39%","138","3.49%","6.61%","2,088","3.80%"
"Rockdale County","511","1.00%","92.57%","41","1.04%","7.43%","552","1.00%"
"Schley County","12",".02%","92.31%","1",".03%","7.69%","13",".02%"
"Screven County","125",".24%","97.66%","3",".08%","2.34%","128",".23%"
"Seminole County","79",".15%","89.77%","9",".23%","10.23%","88",".16%"
"Spalding County","489",".96%","91.74%","44","1.11%","8.26%","533",".97%"
"Stephens County","166",".33%","86.46%","26",".66%","13.54%","192",".35%"
"Stewart County","32",".06%","96.97%","1",".03%","3.03%","33",".06%"
"Sumter County","203",".40%","95.75%","9",".23%","4.25%","212",".39%"
"Talbot County","34",".07%","94.44%","2",".05%","5.56%","36",".07%"
"Taliaferro County","17",".03%","94.44%","1",".03%","5.56%","18",".03%"
"Tattnall County","199",".39%","90.87%","20",".51%","9.13%","219",".40%"
"Taylor County","68",".13%","94.44%","4",".10%","5.56%","72",".13%"
"Telfair County","108",".21%","93.91%","7",".18%","6.09%","115",".21%"
"Terrell County","89",".17%","94.68%","5",".13%","5.32%","94",".17%"
"Thomas County","205",".40%","97.16%","6",".15%","2.84%","211",".38%"
"Tift County","324",".63%","93.64%","22",".56%","6.36%","346",".63%"
"Toombs County","323",".63%","88.25%","43","1.09%","11.75%","366",".67%"
"Towns County","54",".11%","75.00%","18",".46%","25.00%","72",".13%"
"Treutlen County","70",".14%","92.11%","6",".15%","7.89%","76",".14%"
"Troup County","690","1.35%","92.37%","57","1.44%","7.63%","747","1.36%"
"Turner County","66",".13%","97.06%","2",".05%","2.94%","68",".12%"
"Twiggs County","52",".10%","98.11%","1",".03%","1.89%","53",".10%"
"Union County","112",".22%","84.21%","21",".53%","15.79%","133",".24%"
"Upson County","179",".35%","93.72%","12",".30%","6.28%","191",".35%"
"Walker County","417",".82%","90.65%","43","1.09%","9.35%","460",".84%"
"Walton County","616","1.21%","90.86%","62","1.57%","9.14%","678","1.23%"
"Ware County","314",".62%","92.63%","25",".63%","7.37%","339",".62%"
"Warren County","41",".08%","93.18%","3",".08%","6.82%","44",".08%"
"Washington County","207",".41%","91.19%","20",".51%","8.81%","227",".41%"
"Wayne County","178",".35%","91.28%","17",".43%","8.72%","195",".35%"
"Webster County","4",".01%","80.00%","1",".03%","20.00%","5",".01%"
"Wheeler County","21",".04%","95.45%","1",".03%","4.55%","22",".04%"
"White County","103",".20%","88.79%","13",".33%","11.21%","116",".21%"
"Whitfield County","781","1.53%","87.17%","115","2.91%","12.83%","896","1.63%"
