"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,274","37.29%","90.61%","1,893","53.44%","9.39%","20,167","38.38%"
"Black","30,630","62.50%","94.91%","1,641","46.33%","5.09%","32,271","61.41%"
"Indian","60",".12%","93.75%","4",".11%","6.25%","64",".12%"
"Asian","42",".09%","91.30%","4",".11%","8.70%","46",".09%"
"Total Reported","49,006","100%","93.26%","3,542","100%","6.74%","52,548","100%"
"Not Reported","229","","","15","","","244",""
"Grand Total","49,235","","","3,557","","","52,792",""
