"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,013","34.02%","89.10%","1,958","57.78%","10.90%","17,971","35.62%"
"Black","28,907","61.42%","95.48%","1,368","40.37%","4.52%","30,275","60.01%"
"Other","4",".01%","80.00%","1",".03%","20.00%","5",".01%"
"Asian","159",".34%","95.78%","7",".21%","4.22%","166",".33%"
"Hispanic","1,955","4.15%","97.31%","54","1.59%","2.69%","2,009","3.98%"
"Native American","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Total Reported","47,063","100%","93.28%","3,389","100%","6.72%","50,452","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","47,063","","","3,389","","","50,452",""
