"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,986","36.52%","90.06%","1,985","54.19%","9.94%","19,971","37.74%"
"Black","31,141","63.23%","94.91%","1,669","45.56%","5.09%","32,810","62.01%"
"Indian","62",".13%","96.88%","2",".05%","3.13%","64",".12%"
"Asian","59",".12%","89.39%","7",".19%","10.61%","66",".12%"
"Total Reported","49,248","100%","93.08%","3,663","100%","6.92%","52,911","100%"
"Not Reported","239","","","9","","","248",""
"Grand Total","49,487","","","3,672","","","53,159",""
