"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,885","37.36%","90.84%","1,905","54.80%","9.16%","20,790","38.48%"
"Black","31,557","62.42%","95.27%","1,567","45.08%","4.73%","33,124","61.31%"
"Indian","59",".12%","98.33%","1",".03%","1.67%","60",".11%"
"Asian","52",".10%","94.55%","3",".09%","5.45%","55",".10%"
"Total Reported","50,553","100%","93.57%","3,476","100%","6.43%","54,029","100%"
"Not Reported","236","","","13","","","249",""
"Grand Total","50,789","","","3,489","","","54,278",""
