"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,294","36.59%","92.30%","1,360","49.22%","7.70%","17,654","37.32%"
"Black","28,145","63.20%","95.27%","1,398","50.60%","4.73%","29,543","62.46%"
"Indian","52",".12%","96.30%","2",".07%","3.70%","54",".11%"
"Asian","45",".10%","93.75%","3",".11%","6.25%","48",".10%"
"Total Reported","44,536","100%","94.16%","2,763","100%","5.84%","47,299","100%"
"Not Reported","177","","","7","","","184",""
"Grand Total","44,713","","","2,770","","","47,483",""
