"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,821","36.84%","92.13%","1,436","49.77%","7.87%","18,257","37.61%"
"Black","28,749","62.96%","95.22%","1,444","50.05%","4.78%","30,193","62.19%"
"Indian","51",".11%","96.23%","2",".07%","3.77%","53",".11%"
"Asian","43",".09%","93.48%","3",".10%","6.52%","46",".09%"
"Total Reported","45,664","100%","94.06%","2,885","100%","5.94%","48,549","100%"
"Not Reported","192","","","8","","","200",""
"Grand Total","45,856","","","2,893","","","48,749",""
