"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,591","36.67%","92.21%","1,402","49.70%","7.79%","17,993","37.43%"
"Black","28,557","63.12%","95.28%","1,414","50.12%","4.72%","29,971","62.36%"
"Indian","51",".11%","96.23%","2",".07%","3.77%","53",".11%"
"Asian","45",".10%","93.75%","3",".11%","6.25%","48",".10%"
"Total Reported","45,244","100%","94.13%","2,821","100%","5.87%","48,065","100%"
"Not Reported","181","","","7","","","188",""
"Grand Total","45,425","","","2,828","","","48,253",""
