"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,417","37.28%","90.70%","1,888","53.67%","9.30%","20,305","38.37%"
"Black","30,884","62.52%","95.00%","1,624","46.16%","5.00%","32,508","61.43%"
"Indian","56",".11%","94.92%","3",".09%","5.08%","59",".11%"
"Asian","44",".09%","93.62%","3",".09%","6.38%","47",".09%"
"Total Reported","49,401","100%","93.35%","3,518","100%","6.65%","52,919","100%"
"Not Reported","219","","","12","","","231",""
"Grand Total","49,620","","","3,530","","","53,150",""
