"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,670","35.90%","90.07%","1,947","52.18%","9.93%","19,617","37.05%"
"Black","31,422","63.84%","94.66%","1,773","47.52%","5.34%","33,195","62.69%"
"Indian","65",".13%","95.59%","3",".08%","4.41%","68",".13%"
"Asian","60",".12%","88.24%","8",".21%","11.76%","68",".13%"
"Total Reported","49,217","100%","92.95%","3,731","100%","7.05%","52,948","100%"
"Not Reported","307","","","13","","","320",""
"Grand Total","49,524","","","3,744","","","53,268",""
