"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,200","37.26%","90.66%","1,874","53.21%","9.34%","20,074","38.33%"
"Black","30,548","62.54%","94.90%","1,643","46.65%","5.10%","32,191","61.47%"
"Indian","54",".11%","96.43%","2",".06%","3.57%","56",".11%"
"Asian","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"Total Reported","48,844","100%","93.27%","3,522","100%","6.73%","52,366","100%"
"Not Reported","225","","","13","","","238",""
"Grand Total","49,069","","","3,535","","","52,604",""
