"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,796","37.15%","90.88%","1,886","54.49%","9.12%","20,682","38.26%"
"Black","31,687","62.63%","95.28%","1,569","45.33%","4.72%","33,256","61.52%"
"Indian","61",".12%","96.83%","2",".06%","3.17%","63",".12%"
"Asian","54",".11%","93.10%","4",".12%","6.90%","58",".11%"
"Total Reported","50,598","100%","93.6%","3,461","100%","6.4%","54,059","100%"
"Not Reported","251","","","12","","","263",""
"Grand Total","50,849","","","3,473","","","54,322",""
