"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,734","37.11%","90.70%","1,921","54.62%","9.30%","20,655","38.25%"
"Black","31,635","62.66%","95.21%","1,590","45.21%","4.79%","33,225","61.52%"
"Indian","64",".13%","98.46%","1",".03%","1.54%","65",".12%"
"Asian","56",".11%","91.80%","5",".14%","8.20%","61",".11%"
"Total Reported","50,489","100%","93.49%","3,517","100%","6.51%","54,006","100%"
"Not Reported","251","","","11","","","262",""
"Grand Total","50,740","","","3,528","","","54,268",""
