"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","17,698","36.27%","89.97%","1,974","53.60%","10.03%","19,672","37.49%"
"Black","30,972","63.47%","94.80%","1,698","46.10%","5.20%","32,670","62.25%"
"Indian","68",".14%","97.14%","2",".05%","2.86%","70",".13%"
"Asian","57",".12%","86.36%","9",".24%","13.64%","66",".13%"
"Total Reported","48,795","100%","92.98%","3,683","100%","7.02%","52,478","100%"
"Not Reported","232","","","9","","","241",""
"Grand Total","49,027","","","3,692","","","52,719",""
