"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","15,966","33.45%","89.13%","1,947","51.92%","10.87%","17,913","34.79%"
"Black","31,635","66.27%","94.62%","1,799","47.97%","5.38%","33,434","64.94%"
"Indian","33",".07%","97.06%","1",".03%","2.94%","34",".07%"
"Asian","99",".21%","97.06%","3",".08%","2.94%","102",".20%"
"Total Reported","47,733","100%","92.72%","3,750","100%","7.28%","51,483","100%"
"Not Reported","1859","","","21","","","1880",""
"Grand Total","49,592","","","3,771","","","53,363",""
