"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,831","37.24%","90.75%","1,919","55.05%","9.25%","20,750","38.39%"
"Black","31,623","62.54%","95.30%","1,561","44.78%","4.70%","33,184","61.39%"
"Indian","61",".12%","96.83%","2",".06%","3.17%","63",".12%"
"Asian","52",".10%","92.86%","4",".11%","7.14%","56",".10%"
"Total Reported","50,567","100%","93.55%","3,486","100%","6.45%","54,053","100%"
"Not Reported","240","","","13","","","253",""
"Grand Total","50,807","","","3,499","","","54,306",""
