"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","18,153","37.28%","90.59%","1,886","53.01%","9.41%","20,039","38.35%"
"Black","30,444","62.52%","94.81%","1,666","46.82%","5.19%","32,110","61.45%"
"Indian","55",".11%","94.83%","3",".08%","5.17%","58",".11%"
"Asian","41",".08%","93.18%","3",".08%","6.82%","44",".08%"
"Total Reported","48,693","100%","93.19%","3,558","100%","6.81%","52,251","100%"
"Not Reported","229","","","14","","","243",""
"Grand Total","48,922","","","3,572","","","52,494",""
