"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","16,976","36.86%","91.50%","1,577","51.42%","8.50%","18,553","37.77%"
"Black","28,978","62.93%","95.13%","1,485","48.42%","4.87%","30,463","62.02%"
"Indian","51",".11%","96.23%","2",".07%","3.77%","53",".11%"
"Asian","46",".10%","93.88%","3",".10%","6.12%","49",".10%"
"Total Reported","46,051","100%","93.76%","3,067","100%","6.24%","49,118","100%"
"Not Reported","193","","","10","","","203",""
"Grand Total","46,244","","","3,077","","","49,321",""
