"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","582","1.28%","94.79%","32",".95%","5.21%","614","1.26%"
"039
Crawford County","20",".04%","100.00%","","","","20",".04%"
"040
Crisp County","362",".80%","92.82%","28",".83%","7.18%","390",".80%"
"041
Dade County","85",".19%","86.73%","13",".39%","13.27%","98",".20%"
"042
Dawson County","107",".24%","86.29%","17",".51%","13.71%","124",".25%"
"043
Decatur County","260",".57%","91.23%","25",".74%","8.77%","285",".58%"
"044
Dekalb County","2,381","5.24%","95.74%","106","3.15%","4.26%","2,487","5.10%"
"045
Dodge County","121",".27%","88.32%","16",".48%","11.68%","137",".28%"
"046
Dooly County","140",".31%","89.17%","17",".51%","10.83%","157",".32%"
"047
Dougherty County","749","1.65%","95.90%","32",".95%","4.10%","781","1.60%"
"048
Douglas County","888","1.96%","91.55%","82","2.44%","8.45%","970","1.99%"
"049
Early County","82",".18%","96.47%","3",".09%","3.53%","85",".17%"
"050
Echols County","9",".02%","75.00%","3",".09%","25.00%","12",".02%"
"051
Effingham County","286",".63%","90.22%","31",".92%","9.78%","317",".65%"
"052
Elbert County","118",".26%","93.65%","8",".24%","6.35%","126",".26%"
"053
Emanuel County","177",".39%","93.65%","12",".36%","6.35%","189",".39%"
"054
Evans County","71",".16%","92.21%","6",".18%","7.79%","77",".16%"
"055
Fannin County","105",".23%","88.98%","13",".39%","11.02%","118",".24%"
"056
Fayette County","349",".77%","91.84%","31",".92%","8.16%","380",".78%"
"057
Floyd County","841","1.85%","90.82%","85","2.53%","9.18%","926","1.90%"
"058
Forsyth County","369",".81%","90.22%","40","1.19%","9.78%","409",".84%"
"059
Franklin County","162",".36%","87.57%","23",".68%","12.43%","185",".38%"
"060
Fulton County","4,033","8.88%","96.25%","157","4.66%","3.75%","4,190","8.59%"
"061
Gilmer County","93",".20%","89.42%","11",".33%","10.58%","104",".21%"
"062
Glascock County","13",".03%","100.00%","","","","13",".03%"
"063
Glynn County","488","1.07%","93.31%","35","1.04%","6.69%","523","1.07%"
"064
Gordon County","363",".80%","88.11%","49","1.46%","11.89%","412",".84%"
"065
Grady County","178",".39%","92.71%","14",".42%","7.29%","192",".39%"
"066
Greene County","117",".26%","95.90%","5",".15%","4.10%","122",".25%"
"067
Gwinnett County","2,272","5.00%","93.73%","152","4.52%","6.27%","2,424","4.97%"
"068
Habersham County","116",".26%","86.57%","18",".53%","13.43%","134",".27%"
"069
Hall County","653","1.44%","91.84%","58","1.72%","8.16%","711","1.46%"
"070
Hancock County","40",".09%","97.56%","1",".03%","2.44%","41",".08%"
"071
Haralson County","155",".34%","91.72%","14",".42%","8.28%","169",".35%"
"072
Harris County","90",".20%","98.90%","1",".03%","1.10%","91",".19%"
"073
Hart County","174",".38%","89.69%","20",".59%","10.31%","194",".40%"
"074
Heard County","43",".09%","89.58%","5",".15%","10.42%","48",".10%"
"075
Henry County","669","1.47%","92.40%","55","1.63%","7.60%","724","1.48%"
