"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"115
Polk","147",".30%","96.08%","6",".16%","3.92%","153",".29%"
"116
Pulaski","80",".16%","88.89%","10",".27%","11.11%","90",".17%"
"117
Putnam","137",".28%","95.80%","6",".16%","4.20%","143",".27%"
"118
Quitman","15",".03%","93.75%","1",".03%","6.25%","16",".03%"
"119
Rabun","54",".11%","90.00%","6",".16%","10.00%","60",".11%"
"120
Randolph","51",".10%","91.07%","5",".13%","8.93%","56",".11%"
"121
Richmond","1,766","3.59%","94.34%","106","2.86%","5.66%","1,872","3.54%"
"122
Rockdale","462",".94%","90.94%","46","1.24%","9.06%","508",".96%"
"123
Schley","28",".06%","96.55%","1",".03%","3.45%","29",".05%"
"124
Screven","121",".25%","91.67%","11",".30%","8.33%","132",".25%"
"125
Seminole","66",".13%","88.00%","9",".24%","12.00%","75",".14%"
"126
Spalding","584","1.19%","91.11%","57","1.54%","8.89%","641","1.21%"
"127
Stephens","178",".36%","91.75%","16",".43%","8.25%","194",".37%"
"128
Stewart","29",".06%","93.55%","2",".05%","6.45%","31",".06%"
"129
Sumter","256",".52%","96.24%","10",".27%","3.76%","266",".50%"
"130
Talbot","47",".10%","94.00%","3",".08%","6.00%","50",".09%"
"131
Taliaferro","25",".05%","92.59%","2",".05%","7.41%","27",".05%"
"132
Tattnall","182",".37%","93.81%","12",".32%","6.19%","194",".37%"
"133
Taylor","93",".19%","94.90%","5",".13%","5.10%","98",".19%"
"134
Telfair","114",".23%","89.06%","14",".38%","10.94%","128",".24%"
"135
Terrell","81",".16%","98.78%","1",".03%","1.22%","82",".15%"
"136
Thomas","285",".58%","91.05%","28",".75%","8.95%","313",".59%"
"137
Tift","304",".62%","95.60%","14",".38%","4.40%","318",".60%"
"138
Toombs","293",".60%","91.28%","28",".75%","8.72%","321",".61%"
"139
Towns","54",".11%","90.00%","6",".16%","10.00%","60",".11%"
"140
Treutlen","85",".17%","98.84%","1",".03%","1.16%","86",".16%"
"141
Troup","687","1.40%","90.39%","73","1.97%","9.61%","760","1.44%"
"142
Turner","80",".16%","98.77%","1",".03%","1.23%","81",".15%"
"143
Twiggs","65",".13%","85.53%","11",".30%","14.47%","76",".14%"
"144
Union","79",".16%","88.76%","10",".27%","11.24%","89",".17%"
"145
Upson","239",".49%","91.92%","21",".57%","8.08%","260",".49%"
"146
Walker","390",".79%","90.07%","43","1.16%","9.93%","433",".82%"
"147
Walton","403",".82%","92.22%","34",".92%","7.78%","437",".83%"
"148
Ware","350",".71%","94.85%","19",".51%","5.15%","369",".70%"
"149
Warren","44",".09%","93.62%","3",".08%","6.38%","47",".09%"
"150
Washington","115",".23%","93.50%","8",".22%","6.50%","123",".23%"
"151
Wayne","170",".35%","90.91%","17",".46%","9.09%","187",".35%"
"152
Webster","6",".01%","100.00%","","","","6",".01%"
