"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","664","1.47%","91.59%","61","1.91%","8.41%","725","1.50%"
"Irwin County","55",".12%","98.21%","1",".03%","1.79%","56",".12%"
"Jackson County","254",".56%","93.04%","19",".60%","6.96%","273",".56%"
"Jasper County","54",".12%","98.18%","1",".03%","1.82%","55",".11%"
"Jeff Davis County","87",".19%","96.67%","3",".09%","3.33%","90",".19%"
"Jefferson County","152",".34%","95.00%","8",".25%","5.00%","160",".33%"
"Jenkins County","70",".15%","94.59%","4",".13%","5.41%","74",".15%"
"Johnson County","40",".09%","95.24%","2",".06%","4.76%","42",".09%"
"Jones County","159",".35%","87.85%","22",".69%","12.15%","181",".37%"
"Lamar County","68",".15%","91.89%","6",".19%","8.11%","74",".15%"
"Lanier County","38",".08%","92.68%","3",".09%","7.32%","41",".08%"
"Laurens County","281",".62%","93.05%","21",".66%","6.95%","302",".62%"
"Lee County","57",".13%","87.69%","8",".25%","12.31%","65",".13%"
"Liberty County","193",".43%","94.15%","12",".38%","5.85%","205",".42%"
"Lincoln County","32",".07%","100.00%","","","","32",".07%"
"Long County","62",".14%","93.94%","4",".13%","6.06%","66",".14%"
"Lowndes County","452","1.00%","96.58%","16",".50%","3.42%","468",".97%"
"Lumpkin County","78",".17%","91.76%","7",".22%","8.24%","85",".18%"
"Macon County","49",".11%","96.08%","2",".06%","3.92%","51",".11%"
"Madison County","116",".26%","89.92%","13",".41%","10.08%","129",".27%"
"Marion County","27",".06%","87.10%","4",".13%","12.90%","31",".06%"
"Mcduffie County","169",".37%","95.48%","8",".25%","4.52%","177",".37%"
"Mcintosh County","49",".11%","90.74%","5",".16%","9.26%","54",".11%"
"Meriwether County","149",".33%","94.30%","9",".28%","5.70%","158",".33%"
"Miller County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"Mitchell County","136",".30%","95.77%","6",".19%","4.23%","142",".29%"
"Monroe County","151",".33%","92.07%","13",".41%","7.93%","164",".34%"
"Montgomery County","23",".05%","88.46%","3",".09%","11.54%","26",".05%"
"Morgan County","133",".29%","91.72%","12",".38%","8.28%","145",".30%"
"Murray County","196",".43%","89.09%","24",".75%","10.91%","220",".45%"
"Muscogee County","1,074","2.37%","95.13%","55","1.72%","4.87%","1,129","2.33%"
"Newton County","627","1.39%","90.48%","66","2.07%","9.52%","693","1.43%"
"Oconee County","44",".10%","97.78%","1",".03%","2.22%","45",".09%"
"Oglethorpe County","58",".13%","98.31%","1",".03%","1.69%","59",".12%"
"Paulding County","213",".47%","93.42%","15",".47%","6.58%","228",".47%"
"Peach County","69",".15%","92.00%","6",".19%","8.00%","75",".15%"
"Pickens County","94",".21%","93.07%","7",".22%","6.93%","101",".21%"
"Pierce County","109",".24%","90.83%","11",".34%","9.17%","120",".25%"
