"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","92",".19%","92.93%","7",".21%","7.07%","99",".19%"
"Atkinson","37",".08%","92.50%","3",".09%","7.50%","40",".08%"
"Bacon","64",".13%","98.46%","1",".03%","1.54%","65",".13%"
"Baker","13",".03%","100.00%","","","","13",".03%"
"Baldwin","332",".70%","94.32%","20",".59%","5.68%","352",".69%"
"Banks","76",".16%","90.48%","8",".24%","9.52%","84",".16%"
"Barrow","255",".53%","94.44%","15",".44%","5.56%","270",".53%"
"Bartow","566","1.19%","89.27%","68","2.01%","10.73%","634","1.24%"
"Ben Hill","241",".51%","92.34%","20",".59%","7.66%","261",".51%"
"Berrien","93",".20%","88.57%","12",".35%","11.43%","105",".21%"
"Bibb","990","2.08%","95.01%","52","1.54%","4.99%","1,042","2.04%"
"Bleckley","87",".18%","88.78%","11",".32%","11.22%","98",".19%"
"Brantley","55",".12%","91.67%","5",".15%","8.33%","60",".12%"
"Brooks","69",".14%","98.57%","1",".03%","1.43%","70",".14%"
"Bryan","96",".20%","96.00%","4",".12%","4.00%","100",".20%"
"Bulloch","468",".98%","94.74%","26",".77%","5.26%","494",".97%"
"Burke","211",".44%","95.05%","11",".32%","4.95%","222",".43%"
"Butts","147",".31%","94.84%","8",".24%","5.16%","155",".30%"
"Calhoun","45",".09%","91.84%","4",".12%","8.16%","49",".10%"
"Camden","144",".30%","94.12%","9",".27%","5.88%","153",".30%"
"Candler","81",".17%","95.29%","4",".12%","4.71%","85",".17%"
"Carroll","568","1.19%","90.88%","57","1.68%","9.12%","625","1.22%"
"Catoosa","274",".57%","90.73%","28",".83%","9.27%","302",".59%"
"Charlton","61",".13%","96.83%","2",".06%","3.17%","63",".12%"
"Chatham","2,235","4.69%","94.46%","131","3.87%","5.54%","2,366","4.63%"
"Chattahoochee","18",".04%","94.74%","1",".03%","5.26%","19",".04%"
"Chattooga","240",".50%","90.57%","25",".74%","9.43%","265",".52%"
"Cherokee","519","1.09%","91.05%","51","1.51%","8.95%","570","1.12%"
"Clarke","444",".93%","94.27%","27",".80%","5.73%","471",".92%"
"Clay","22",".05%","91.67%","2",".06%","8.33%","24",".05%"
"Clayton","1,506","3.16%","92.45%","123","3.63%","7.55%","1,629","3.19%"
"Clinch","46",".10%","93.88%","3",".09%","6.12%","49",".10%"
"Cobb","2,647","5.55%","90.99%","262","7.74%","9.01%","2,909","5.70%"
"Coffee","218",".46%","92.77%","17",".50%","7.23%","235",".46%"
"Colquitt","303",".64%","95.89%","13",".38%","4.11%","316",".62%"
"Columbia","289",".61%","92.63%","23",".68%","7.37%","312",".61%"
"Cook","135",".28%","93.10%","10",".30%","6.90%","145",".28%"
"Coweta","540","1.13%","91.84%","48","1.42%","8.16%","588","1.15%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Crawford","22",".05%","84.62%","4",".12%","15.38%","26",".05%"
"Crisp","280",".59%","92.72%","22",".65%","7.28%","302",".59%"
"Dade","139",".29%","93.29%","10",".30%","6.71%","149",".29%"
"Dawson","90",".19%","90.91%","9",".27%","9.09%","99",".19%"
"Decatur","301",".63%","93.19%","22",".65%","6.81%","323",".63%"
"Dekalb","2,907","6.10%","95.16%","148","4.37%","4.84%","3,055","5.98%"
"Dodge","161",".34%","93.60%","11",".32%","6.40%","172",".34%"
"Dooly","108",".23%","96.43%","4",".12%","3.57%","112",".22%"
"Dougherty","964","2.02%","94.05%","61","1.80%","5.95%","1,025","2.01%"
"Douglas","1,111","2.33%","90.33%","119","3.52%","9.67%","1,230","2.41%"
"Early","80",".17%","100.00%","","","","80",".16%"
"Echols","10",".02%","100.00%","","","","10",".02%"
"Effingham","150",".31%","92.02%","13",".38%","7.98%","163",".32%"
"Elbert","146",".31%","93.59%","10",".30%","6.41%","156",".31%"
"Emanuel","148",".31%","96.10%","6",".18%","3.90%","154",".30%"
"Evans","85",".18%","97.70%","2",".06%","2.30%","87",".17%"
"Fannin","96",".20%","93.20%","7",".21%","6.80%","103",".20%"
"Fayette","283",".59%","91.00%","28",".83%","9.00%","311",".61%"
"Floyd","805","1.69%","90.45%","85","2.51%","9.55%","890","1.74%"
"Forsyth","282",".59%","89.52%","33",".97%","10.48%","315",".62%"
"Franklin","143",".30%","91.67%","13",".38%","8.33%","156",".31%"
"Fulton","4,095","8.59%","96.60%","144","4.25%","3.40%","4,239","8.30%"
"Gilmer","109",".23%","90.83%","11",".32%","9.17%","120",".24%"
"Glascock","3",".01%","75.00%","1",".03%","25.00%","4",".01%"
"Glynn","433",".91%","96.01%","18",".53%","3.99%","451",".88%"
"Gordon","293",".61%","90.99%","29",".86%","9.01%","322",".63%"
"Grady","222",".47%","94.87%","12",".35%","5.13%","234",".46%"
"Greene","104",".22%","93.69%","7",".21%","6.31%","111",".22%"
"Gwinnett","1,669","3.50%","92.62%","133","3.93%","7.38%","1,802","3.53%"
"Habersham","123",".26%","92.48%","10",".30%","7.52%","133",".26%"
"Hall","755","1.58%","91.63%","69","2.04%","8.37%","824","1.61%"
"Hancock","32",".07%","94.12%","2",".06%","5.88%","34",".07%"
"Haralson","84",".18%","95.45%","4",".12%","4.55%","88",".17%"
"Harris","111",".23%","96.52%","4",".12%","3.48%","115",".23%"
"Hart","110",".23%","93.22%","8",".24%","6.78%","118",".23%"
"Heard","56",".12%","88.89%","7",".21%","11.11%","63",".12%"
"Henry","554","1.16%","91.87%","49","1.45%","8.13%","603","1.18%"
"Houston","588","1.23%","92.74%","46","1.36%","7.26%","634","1.24%"
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","64",".13%","96.97%","2",".06%","3.03%","66",".13%"
"Jackson","195",".41%","92.42%","16",".47%","7.58%","211",".41%"
"Jasper","60",".13%","95.24%","3",".09%","4.76%","63",".12%"
"Jeff Davis","70",".15%","94.59%","4",".12%","5.41%","74",".14%"
"Jefferson","99",".21%","94.29%","6",".18%","5.71%","105",".21%"
"Jenkins","67",".14%","93.06%","5",".15%","6.94%","72",".14%"
"Johnson","60",".13%","95.24%","3",".09%","4.76%","63",".12%"
"Jones","138",".29%","94.52%","8",".24%","5.48%","146",".29%"
"Lamar","80",".17%","91.95%","7",".21%","8.05%","87",".17%"
"Lanier","37",".08%","88.10%","5",".15%","11.90%","42",".08%"
"Laurens","291",".61%","94.17%","18",".53%","5.83%","309",".61%"
"Lee","74",".16%","97.37%","2",".06%","2.63%","76",".15%"
"Liberty","254",".53%","94.42%","15",".44%","5.58%","269",".53%"
"Lincoln","40",".08%","100.00%","","","","40",".08%"
"Long","87",".18%","96.67%","3",".09%","3.33%","90",".18%"
"Lowndes","608","1.28%","95.30%","30",".89%","4.70%","638","1.25%"
"Lumpkin","88",".18%","89.80%","10",".30%","10.20%","98",".19%"
"Macon","71",".15%","94.67%","4",".12%","5.33%","75",".15%"
"Madison","137",".29%","94.48%","8",".24%","5.52%","145",".28%"
"Marion","57",".12%","93.44%","4",".12%","6.56%","61",".12%"
"Mcduffie","199",".42%","94.76%","11",".32%","5.24%","210",".41%"
"Mcintosh","66",".14%","97.06%","2",".06%","2.94%","68",".13%"
"Meriwether","193",".40%","94.15%","12",".35%","5.85%","205",".40%"
"Miller","33",".07%","97.06%","1",".03%","2.94%","34",".07%"
"Mitchell","173",".36%","92.02%","15",".44%","7.98%","188",".37%"
"Monroe","184",".39%","93.88%","12",".35%","6.12%","196",".38%"
"Montgomery","42",".09%","97.67%","1",".03%","2.33%","43",".08%"
"Morgan","89",".19%","92.71%","7",".21%","7.29%","96",".19%"
"Murray","258",".54%","92.14%","22",".65%","7.86%","280",".55%"
"Muscogee","1,768","3.71%","93.84%","116","3.43%","6.16%","1,884","3.69%"
"Newton","549","1.15%","91.04%","54","1.60%","8.96%","603","1.18%"
"Oconee","53",".11%","96.36%","2",".06%","3.64%","55",".11%"
"Oglethorpe","53",".11%","92.98%","4",".12%","7.02%","57",".11%"
"Paulding","226",".47%","94.56%","13",".38%","5.44%","239",".47%"
"Peach","90",".19%","98.90%","1",".03%","1.10%","91",".18%"
"Pickens","78",".16%","92.86%","6",".18%","7.14%","84",".16%"
"Pierce","54",".11%","98.18%","1",".03%","1.82%","55",".11%"
"Pike","44",".09%","91.67%","4",".12%","8.33%","48",".09%"
