"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","681","1.35%","92.91%","52","1.39%","7.09%","733","1.35%"
"Irwin County","82",".16%","98.80%","1",".03%","1.20%","83",".15%"
"Jackson County","245",".49%","93.16%","18",".48%","6.84%","263",".49%"
"Jasper County","55",".11%","88.71%","7",".19%","11.29%","62",".11%"
"Jeff Davis County","92",".18%","94.85%","5",".13%","5.15%","97",".18%"
"Jefferson County","159",".32%","98.15%","3",".08%","1.85%","162",".30%"
"Jenkins County","89",".18%","94.68%","5",".13%","5.32%","94",".17%"
"Johnson County","45",".09%","97.83%","1",".03%","2.17%","46",".08%"
"Jones County","198",".39%","92.09%","17",".45%","7.91%","215",".40%"
"Lamar County","72",".14%","94.74%","4",".11%","5.26%","76",".14%"
"Lanier County","48",".10%","100.00%","","","","48",".09%"
"Laurens County","260",".52%","93.53%","18",".48%","6.47%","278",".51%"
"Lee County","67",".13%","90.54%","7",".19%","9.46%","74",".14%"
"Liberty County","251",".50%","94.01%","16",".43%","5.99%","267",".49%"
"Lincoln County","30",".06%","100.00%","","","","30",".06%"
"Long County","65",".13%","91.55%","6",".16%","8.45%","71",".13%"
"Lowndes County","524","1.04%","96.32%","20",".53%","3.68%","544","1.00%"
"Lumpkin County","85",".17%","90.43%","9",".24%","9.57%","94",".17%"
"Macon County","63",".12%","100.00%","","","","63",".12%"
"Madison County","127",".25%","88.81%","16",".43%","11.19%","143",".26%"
"Marion County","22",".04%","95.65%","1",".03%","4.35%","23",".04%"
"Mcduffie County","203",".40%","95.75%","9",".24%","4.25%","212",".39%"
"Mcintosh County","56",".11%","98.25%","1",".03%","1.75%","57",".11%"
"Meriwether County","184",".36%","90.20%","20",".53%","9.80%","204",".38%"
"Miller County","30",".06%","100.00%","","","","30",".06%"
"Mitchell County","156",".31%","92.31%","13",".35%","7.69%","169",".31%"
"Monroe County","136",".27%","88.89%","17",".45%","11.11%","153",".28%"
"Montgomery County","28",".06%","84.85%","5",".13%","15.15%","33",".06%"
"Morgan County","138",".27%","90.20%","15",".40%","9.80%","153",".28%"
"Murray County","178",".35%","93.19%","13",".35%","6.81%","191",".35%"
"Muscogee County","1,208","2.39%","94.60%","69","1.84%","5.40%","1,277","2.36%"
"Newton County","675","1.34%","90.97%","67","1.79%","9.03%","742","1.37%"
"Oconee County","56",".11%","94.92%","3",".08%","5.08%","59",".11%"
"Oglethorpe County","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"Paulding County","239",".47%","92.64%","19",".51%","7.36%","258",".48%"
"Peach County","96",".19%","93.20%","7",".19%","6.80%","103",".19%"
"Pickens County","97",".19%","88.99%","12",".32%","11.01%","109",".20%"
"Pierce County","96",".19%","93.20%","7",".19%","6.80%","103",".19%"
