"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Unknown","345",".68%","94.01%","22",".61%","5.99%","367",".67%"
"Appling County","99",".19%","92.52%","8",".22%","7.48%","107",".20%"
"Atkinson County","48",".09%","97.96%","1",".03%","2.04%","49",".09%"
"Bacon County","71",".14%","95.95%","3",".08%","4.05%","74",".14%"
"Baker County","14",".03%","93.33%","1",".03%","6.67%","15",".03%"
"Baldwin County","333",".65%","93.80%","22",".61%","6.20%","355",".65%"
"Banks County","57",".11%","93.44%","4",".11%","6.56%","61",".11%"
"Barrow County","266",".52%","91.72%","24",".67%","8.28%","290",".53%"
"Bartow County","658","1.29%","89.04%","81","2.24%","10.96%","739","1.36%"
"Ben Hill County","251",".49%","94.72%","14",".39%","5.28%","265",".49%"
"Berrien County","87",".17%","93.55%","6",".17%","6.45%","93",".17%"
"Bibb County","1,063","2.09%","95.68%","48","1.33%","4.32%","1,111","2.04%"
"Bleckley County","64",".13%","90.14%","7",".19%","9.86%","71",".13%"
"Brantley County","61",".12%","89.71%","7",".19%","10.29%","68",".12%"
"Brooks County","71",".14%","95.95%","3",".08%","4.05%","74",".14%"
"Bryan County","94",".18%","97.92%","2",".06%","2.08%","96",".18%"
"Bulloch County","515","1.01%","91.31%","49","1.36%","8.69%","564","1.03%"
"Burke County","209",".41%","96.31%","8",".22%","3.69%","217",".40%"
"Butts County","150",".29%","96.15%","6",".17%","3.85%","156",".29%"
"Calhoun County","34",".07%","87.18%","5",".14%","12.82%","39",".07%"
"Camden County","177",".35%","93.65%","12",".33%","6.35%","189",".35%"
"Candler County","116",".23%","91.34%","11",".30%","8.66%","127",".23%"
"Carroll County","557","1.09%","92.37%","46","1.27%","7.63%","603","1.11%"
"Catoosa County","340",".67%","91.64%","31",".86%","8.36%","371",".68%"
"Charlton County","58",".11%","93.55%","4",".11%","6.45%","62",".11%"
"Chatham County","2,183","4.29%","96.51%","79","2.19%","3.49%","2,262","4.15%"
"Chattahoochee County","34",".07%","94.44%","2",".06%","5.56%","36",".07%"
"Chattooga County","236",".46%","86.13%","38","1.05%","13.87%","274",".50%"
"Cherokee County","520","1.02%","92.36%","43","1.19%","7.64%","563","1.03%"
"Clarke County","449",".88%","95.33%","22",".61%","4.67%","471",".86%"
"Clay County","37",".07%","94.87%","2",".06%","5.13%","39",".07%"
"Clayton County","1,494","2.93%","93.26%","108","2.99%","6.74%","1,602","2.94%"
"Clinch County","48",".09%","96.00%","2",".06%","4.00%","50",".09%"
"Cobb County","2,613","5.13%","91.62%","239","6.62%","8.38%","2,852","5.23%"
"Coffee County","252",".49%","93.68%","17",".47%","6.32%","269",".49%"
"Colquitt County","247",".49%","93.21%","18",".50%","6.79%","265",".49%"
"Columbia County","385",".76%","91.89%","34",".94%","8.11%","419",".77%"
"Cook County","119",".23%","95.20%","6",".17%","4.80%","125",".23%"
