"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","2,513","5.03%","92.22%","212","5.97%","7.78%","2,725","5.09%"
"001
Appling County","93",".19%","92.08%","8",".23%","7.92%","101",".19%"
"002
Atkinson County","54",".11%","91.53%","5",".14%","8.47%","59",".11%"
"003
Bacon County","83",".17%","94.32%","5",".14%","5.68%","88",".16%"
"004
Baker County","13",".03%","86.67%","2",".06%","13.33%","15",".03%"
"005
Baldwin County","288",".58%","93.51%","20",".56%","6.49%","308",".58%"
"006
Banks County","66",".13%","90.41%","7",".20%","9.59%","73",".14%"
"007
Barrow County","255",".51%","93.07%","19",".53%","6.93%","274",".51%"
"008
Bartow County","584","1.17%","85.76%","97","2.73%","14.24%","681","1.27%"
"009
Ben Hill County","247",".49%","93.56%","17",".48%","6.44%","264",".49%"
"010
Berrien County","77",".15%","95.06%","4",".11%","4.94%","81",".15%"
"011
Bibb County","996","1.99%","94.86%","54","1.52%","5.14%","1,050","1.96%"
"012
Bleckley County","55",".11%","94.83%","3",".08%","5.17%","58",".11%"
"013
Brantley County","54",".11%","94.74%","3",".08%","5.26%","57",".11%"
"014
Brooks County","67",".13%","94.37%","4",".11%","5.63%","71",".13%"
"015
Bryan County","88",".18%","97.78%","2",".06%","2.22%","90",".17%"
"016
Bulloch County","517","1.03%","93.49%","36","1.01%","6.51%","553","1.03%"
"017
Burke County","203",".41%","96.67%","7",".20%","3.33%","210",".39%"
"018
Butts County","133",".27%","95.68%","6",".17%","4.32%","139",".26%"
"019
Calhoun County","31",".06%","91.18%","3",".08%","8.82%","34",".06%"
"020
Camden County","181",".36%","95.26%","9",".25%","4.74%","190",".36%"
"021
Candler County","117",".23%","88.64%","15",".42%","11.36%","132",".25%"
"022
Carroll County","509","1.02%","90.25%","55","1.55%","9.75%","564","1.05%"
"023
Catoosa County","332",".66%","92.48%","27",".76%","7.52%","359",".67%"
"024
Charlton County","68",".14%","94.44%","4",".11%","5.56%","72",".13%"
"025
Chatham County","1,928","3.86%","96.59%","68","1.91%","3.41%","1,996","3.73%"
"026
Chattahoochee County","31",".06%","96.88%","1",".03%","3.13%","32",".06%"
"027
Chattooga County","237",".47%","90.80%","24",".68%","9.20%","261",".49%"
"028
Cherokee County","539","1.08%","91.98%","47","1.32%","8.02%","586","1.10%"
"029
Clarke County","427",".85%","94.47%","25",".70%","5.53%","452",".84%"
"030
Clay County","25",".05%","86.21%","4",".11%","13.79%","29",".05%"
"031
Clayton County","1,424","2.85%","93.50%","99","2.79%","6.50%","1,523","2.85%"
"032
Clinch County","46",".09%","90.20%","5",".14%","9.80%","51",".10%"
"033
Cobb County","2,468","4.94%","91.48%","230","6.47%","8.52%","2,698","5.04%"
"034
Coffee County","239",".48%","96.37%","9",".25%","3.63%","248",".46%"
"035
Colquitt County","225",".45%","95.34%","11",".31%","4.66%","236",".44%"
"036
Columbia County","383",".77%","89.07%","47","1.32%","10.93%","430",".80%"
"037
Cook County","123",".25%","97.62%","3",".08%","2.38%","126",".24%"
