"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","570","1.15%","94.53%","33",".91%","5.47%","603","1.13%"
"039
Crawford County","20",".04%","100.00%","","","","20",".04%"
"040
Crisp County","281",".57%","94.61%","16",".44%","5.39%","297",".56%"
"041
Dade County","97",".20%","94.17%","6",".16%","5.83%","103",".19%"
"042
Dawson County","94",".19%","91.26%","9",".25%","8.74%","103",".19%"
"043
Decatur County","248",".50%","95.75%","11",".30%","4.25%","259",".49%"
"044
Dekalb County","3,114","6.29%","95.23%","156","4.28%","4.77%","3,270","6.15%"
"045
Dodge County","164",".33%","94.25%","10",".27%","5.75%","174",".33%"
"046
Dooly County","97",".20%","96.04%","4",".11%","3.96%","101",".19%"
"047
Dougherty County","979","1.98%","94.59%","56","1.54%","5.41%","1,035","1.95%"
"048
Douglas County","1,080","2.18%","89.85%","122","3.35%","10.15%","1,202","2.26%"
"049
Early County","96",".19%","93.20%","7",".19%","6.80%","103",".19%"
"050
Echols County","8",".02%","100.00%","","","","8",".02%"
"051
Effingham County","207",".42%","92.41%","17",".47%","7.59%","224",".42%"
"052
Elbert County","132",".27%","91.03%","13",".36%","8.97%","145",".27%"
"053
Emanuel County","172",".35%","94.51%","10",".27%","5.49%","182",".34%"
"054
Evans County","92",".19%","94.85%","5",".14%","5.15%","97",".18%"
"055
Fannin County","90",".18%","87.38%","13",".36%","12.62%","103",".19%"
"056
Fayette County","338",".68%","88.25%","45","1.24%","11.75%","383",".72%"
"057
Floyd County","915","1.85%","89.71%","105","2.88%","10.29%","1,020","1.92%"
"058
Forsyth County","377",".76%","89.55%","44","1.21%","10.45%","421",".79%"
"059
Franklin County","143",".29%","94.08%","9",".25%","5.92%","152",".29%"
"060
Fulton County","4,911","9.92%","96.14%","197","5.41%","3.86%","5,108","9.61%"
"061
Gilmer County","95",".19%","95.00%","5",".14%","5.00%","100",".19%"
"062
Glascock County","6",".01%","85.71%","1",".03%","14.29%","7",".01%"
"063
Glynn County","539","1.09%","92.14%","46","1.26%","7.86%","585","1.10%"
"064
Gordon County","382",".77%","87.82%","53","1.46%","12.18%","435",".82%"
"065
Grady County","162",".33%","94.19%","10",".27%","5.81%","172",".32%"
"066
Greene County","119",".24%","95.20%","6",".16%","4.80%","125",".24%"
"067
Gwinnett County","2,363","4.77%","92.52%","191","5.24%","7.48%","2,554","4.80%"
"068
Habersham County","104",".21%","93.69%","7",".19%","6.31%","111",".21%"
"069
Hall County","695","1.40%","91.69%","63","1.73%","8.31%","758","1.43%"
"070
Hancock County","30",".06%","93.75%","2",".05%","6.25%","32",".06%"
"071
Haralson County","143",".29%","94.08%","9",".25%","5.92%","152",".29%"
"072
Harris County","101",".20%","88.60%","13",".36%","11.40%","114",".21%"
"073
Hart County","155",".31%","94.51%","9",".25%","5.49%","164",".31%"
"074
Heard County","49",".10%","92.45%","4",".11%","7.55%","53",".10%"
"075
Henry County","517","1.04%","90.38%","55","1.51%","9.62%","572","1.08%"
