"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Crawford","22",".04%","84.62%","4",".12%","15.38%","26",".05%"
"Crisp","297",".59%","93.99%","19",".55%","6.01%","316",".58%"
"Dade","153",".30%","96.23%","6",".17%","3.77%","159",".29%"
"Dawson","91",".18%","91.92%","8",".23%","8.08%","99",".18%"
"Decatur","322",".63%","93.60%","22",".63%","6.40%","344",".63%"
"Dekalb","3,020","5.95%","95.21%","152","4.38%","4.79%","3,172","5.85%"
"Dodge","163",".32%","93.68%","11",".32%","6.32%","174",".32%"
"Dooly","106",".21%","94.64%","6",".17%","5.36%","112",".21%"
"Dougherty","1,045","2.06%","95.61%","48","1.38%","4.39%","1,093","2.02%"
"Douglas","1,088","2.15%","89.84%","123","3.54%","10.16%","1,211","2.23%"
"Early","78",".15%","100.00%","","","","78",".14%"
"Echols","11",".02%","100.00%","","","","11",".02%"
"Effingham","141",".28%","90.97%","14",".40%","9.03%","155",".29%"
"Elbert","144",".28%","92.90%","11",".32%","7.10%","155",".29%"
"Emanuel","163",".32%","96.45%","6",".17%","3.55%","169",".31%"
"Evans","90",".18%","97.83%","2",".06%","2.17%","92",".17%"
"Fannin","115",".23%","89.84%","13",".37%","10.16%","128",".24%"
"Fayette","323",".64%","93.08%","24",".69%","6.92%","347",".64%"
"Floyd","878","1.73%","90.61%","91","2.62%","9.39%","969","1.79%"
"Forsyth","320",".63%","89.39%","38","1.09%","10.61%","358",".66%"
"Franklin","171",".34%","92.93%","13",".37%","7.07%","184",".34%"
"Fulton","4,269","8.42%","96.85%","139","4.00%","3.15%","4,408","8.13%"
"Gilmer","108",".21%","90.00%","12",".35%","10.00%","120",".22%"
"Glascock","7",".01%","87.50%","1",".03%","12.50%","8",".01%"
"Glynn","436",".86%","95.61%","20",".58%","4.39%","456",".84%"
"Gordon","327",".64%","91.85%","29",".84%","8.15%","356",".66%"
"Grady","238",".47%","94.44%","14",".40%","5.56%","252",".47%"
"Greene","115",".23%","95.83%","5",".14%","4.17%","120",".22%"
"Gwinnett","1,827","3.60%","93.36%","130","3.74%","6.64%","1,957","3.61%"
"Habersham","128",".25%","94.81%","7",".20%","5.19%","135",".25%"
"Hall","809","1.60%","92.04%","70","2.02%","7.96%","879","1.62%"
"Hancock","30",".06%","90.91%","3",".09%","9.09%","33",".06%"
"Haralson","90",".18%","95.74%","4",".12%","4.26%","94",".17%"
"Harris","134",".26%","95.71%","6",".17%","4.29%","140",".26%"
"Hart","101",".20%","93.52%","7",".20%","6.48%","108",".20%"
"Heard","57",".11%","83.82%","11",".32%","16.18%","68",".13%"
"Henry","616","1.21%","91.39%","58","1.67%","8.61%","674","1.24%"
"Houston","648","1.28%","93.78%","43","1.24%","6.22%","691","1.28%"
