"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Webster County","7",".01%","100.00%","","","","7",".01%"
"Wheeler County","21",".04%","91.30%","2",".05%","8.70%","23",".04%"
"White County","100",".20%","84.03%","19",".50%","15.97%","119",".22%"
"Whitfield County","655","1.30%","87.68%","92","2.44%","12.32%","747","1.38%"
"Wilcox County","40",".08%","97.56%","1",".03%","2.44%","41",".08%"
"Wilkes County","69",".14%","95.83%","3",".08%","4.17%","72",".13%"
"Wilkinson County","47",".09%","100.00%","","","","47",".09%"
"Worth County","126",".25%","91.97%","11",".29%","8.03%","137",".25%"
"Troup County Ci","1",".01%","100.00%","","","","1",".01%"
"Total Rported","50,542","100%","93.05%","3,775","100%","6.95%","54,317","100%"
