"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","659","1.29%","93.48%","46","1.18%","6.52%","705","1.29%"
"077
Irwin County","77",".15%","96.25%","3",".08%","3.75%","80",".15%"
"078
Jackson County","274",".54%","91.33%","26",".66%","8.67%","300",".55%"
"079
Jasper County","58",".11%","95.08%","3",".08%","4.92%","61",".11%"
"080
Jeff Davis County","91",".18%","95.79%","4",".10%","4.21%","95",".17%"
"081
Jefferson County","156",".31%","96.30%","6",".15%","3.70%","162",".30%"
"082
Jenkins County","76",".15%","96.20%","3",".08%","3.80%","79",".14%"
"083
Johnson County","33",".06%","94.29%","2",".05%","5.71%","35",".06%"
"084
Jones County","220",".43%","88.71%","28",".72%","11.29%","248",".45%"
"085
Lamar County","80",".16%","88.89%","10",".26%","11.11%","90",".16%"
"086
Lanier County","46",".09%","97.87%","1",".03%","2.13%","47",".09%"
"087
Laurens County","264",".52%","95.31%","13",".33%","4.69%","277",".51%"
"088
Lee County","69",".14%","92.00%","6",".15%","8.00%","75",".14%"
"089
Liberty County","250",".49%","94.34%","15",".38%","5.66%","265",".48%"
"090
Lincoln County","42",".08%","89.36%","5",".13%","10.64%","47",".09%"
"091
Long County","73",".14%","92.41%","6",".15%","7.59%","79",".14%"
"092
Lowndes County","464",".91%","95.67%","21",".54%","4.33%","485",".88%"
"093
Lumpkin County","92",".18%","94.85%","5",".13%","5.15%","97",".18%"
"094
Macon County","48",".09%","96.00%","2",".05%","4.00%","50",".09%"
"095
Madison County","159",".31%","91.91%","14",".36%","8.09%","173",".32%"
"096
Marion County","26",".05%","96.30%","1",".03%","3.70%","27",".05%"
"097
Mcduffie County","196",".38%","93.33%","14",".36%","6.67%","210",".38%"
"098
Mcintosh County","48",".09%","97.96%","1",".03%","2.04%","49",".09%"
"099
Meriwether County","185",".36%","90.69%","19",".49%","9.31%","204",".37%"
"100
Miller County","38",".07%","88.37%","5",".13%","11.63%","43",".08%"
"101
Mitchell County","160",".31%","93.57%","11",".28%","6.43%","171",".31%"
"102
Monroe County","125",".25%","91.91%","11",".28%","8.09%","136",".25%"
"103
Montgomery County","36",".07%","90.00%","4",".10%","10.00%","40",".07%"
"104
Morgan County","120",".24%","92.31%","10",".26%","7.69%","130",".24%"
"105
Murray County","216",".42%","90.00%","24",".61%","10.00%","240",".44%"
"106
Muscogee County","1,218","2.39%","95.16%","62","1.59%","4.84%","1,280","2.33%"
"107
Newton County","734","1.44%","90.28%","79","2.02%","9.72%","813","1.48%"
"108
Oconee County","60",".12%","98.36%","1",".03%","1.64%","61",".11%"
"109
Oglethorpe County","69",".14%","89.61%","8",".20%","10.39%","77",".14%"
"110
Paulding County","235",".46%","90.73%","24",".61%","9.27%","259",".47%"
"111
Peach County","96",".19%","92.31%","8",".20%","7.69%","104",".19%"
"112
Pickens County","102",".20%","89.47%","12",".31%","10.53%","114",".21%"
"113
Pierce County","108",".21%","93.91%","7",".18%","6.09%","115",".21%"
