"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"39
Crawford","19",".04%","86.36%","3",".11%","13.64%","22",".05%"
"40
Crisp","281",".62%","94.61%","16",".59%","5.39%","297",".62%"
"41
Dade","128",".28%","94.81%","7",".26%","5.19%","135",".28%"
"42
Dawson","83",".18%","97.65%","2",".07%","2.35%","85",".18%"
"43
Decatur","261",".58%","93.88%","17",".62%","6.12%","278",".58%"
"44
Dekalb","3,053","6.77%","95.44%","146","5.36%","4.56%","3,199","6.69%"
"45
Dodge","167",".37%","92.78%","13",".48%","7.22%","180",".38%"
"46
Dooly","112",".25%","94.12%","7",".26%","5.88%","119",".25%"
"47
Dougherty","978","2.17%","95.14%","50","1.84%","4.86%","1,028","2.15%"
"48
Douglas","901","2.00%","91.57%","83","3.05%","8.43%","984","2.06%"
"49
Early","71",".16%","97.26%","2",".07%","2.74%","73",".15%"
"50
Echols","9",".02%","100.00%","","","","9",".02%"
"51
Effingham","153",".34%","93.87%","10",".37%","6.13%","163",".34%"
"52
Elbert","144",".32%","92.31%","12",".44%","7.69%","156",".33%"
"53
Emanuel","171",".38%","96.61%","6",".22%","3.39%","177",".37%"
"54
Evans","73",".16%","94.81%","4",".15%","5.19%","77",".16%"
"55
Fannin","108",".24%","91.53%","10",".37%","8.47%","118",".25%"
"56
Fayette","269",".60%","94.06%","17",".62%","5.94%","286",".60%"
"57
Floyd","696","1.54%","91.82%","62","2.28%","8.18%","758","1.58%"
"58
Forsyth","196",".43%","92.02%","17",".62%","7.98%","213",".45%"
"59
Franklin","133",".29%","95.00%","7",".26%","5.00%","140",".29%"
"60
Fulton","4,363","9.67%","96.16%","174","6.39%","3.84%","4,537","9.48%"
"61
Gilmer","129",".29%","96.99%","4",".15%","3.01%","133",".28%"
"62
Glascock","8",".02%","88.89%","1",".04%","11.11%","9",".02%"
"63
Glynn","457","1.01%","95.81%","20",".73%","4.19%","477","1.00%"
"64
Gordon","252",".56%","88.42%","33","1.21%","11.58%","285",".60%"
"65
Grady","211",".47%","95.48%","10",".37%","4.52%","221",".46%"
"66
Greene","106",".23%","96.36%","4",".15%","3.64%","110",".23%"
"67
Gwinnett","1,339","2.97%","93.77%","89","3.27%","6.23%","1,428","2.98%"
"68
Habersham","113",".25%","91.13%","11",".40%","8.87%","124",".26%"
"69
Hall","638","1.41%","93.96%","41","1.51%","6.04%","679","1.42%"
"70
Hancock","30",".07%","96.77%","1",".04%","3.23%","31",".06%"
"71
Haralson","76",".17%","97.44%","2",".07%","2.56%","78",".16%"
"72
Harris","89",".20%","95.70%","4",".15%","4.30%","93",".19%"
"73
Hart","88",".20%","90.72%","9",".33%","9.28%","97",".20%"
"74
Heard","48",".11%","94.12%","3",".11%","5.88%","51",".11%"
"75
Henry","401",".89%","91.34%","38","1.40%","8.66%","439",".92%"
"76
Houston","519","1.15%","94.19%","32","1.18%","5.81%","551","1.15%"
