"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","81",".18%","95.29%","4",".13%","4.71%","85",".17%"
"Atkinson","38",".08%","92.68%","3",".10%","7.32%","41",".08%"
"Bacon","54",".12%","94.74%","3",".10%","5.26%","57",".12%"
"Baker","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","339",".74%","93.39%","24",".79%","6.61%","363",".74%"
"Banks","71",".15%","92.21%","6",".20%","7.79%","77",".16%"
"Barrow","217",".47%","95.18%","11",".36%","4.82%","228",".47%"
"Bartow","513","1.12%","89.84%","58","1.90%","10.16%","571","1.17%"
"Ben Hill","210",".46%","91.70%","19",".62%","8.30%","229",".47%"
"0
Berrien","82",".18%","90.11%","9",".29%","9.89%","91",".19%"
"11
Bibb","985","2.15%","94.89%","53","1.74%","5.11%","1,038","2.12%"
"12
Bleckley","97",".21%","89.81%","11",".36%","10.19%","108",".22%"
"13
Brantley","48",".10%","92.31%","4",".13%","7.69%","52",".11%"
"14
Brooks","69",".15%","100.00%","","","","69",".14%"
"15
Bryan","95",".21%","95.96%","4",".13%","4.04%","99",".20%"
"16
Bulloch","402",".88%","93.27%","29",".95%","6.73%","431",".88%"
"17
Burke","202",".44%","97.12%","6",".20%","2.88%","208",".43%"
"18
Butts","126",".28%","96.92%","4",".13%","3.08%","130",".27%"
"19
Calhoun","31",".07%","91.18%","3",".10%","8.82%","34",".07%"
"20
Camden","122",".27%","97.60%","3",".10%","2.40%","125",".26%"
"21
Candler","63",".14%","96.92%","2",".07%","3.08%","65",".13%"
"22
Carroll","477","1.04%","91.91%","42","1.38%","8.09%","519","1.06%"
"23
Catoosa","249",".54%","92.91%","19",".62%","7.09%","268",".55%"
"24
Charlton","65",".14%","95.59%","3",".10%","4.41%","68",".14%"
"25
Chatham","2,314","5.05%","94.22%","142","4.65%","5.78%","2,456","5.03%"
"26
Chattahoochee","30",".07%","93.75%","2",".07%","6.25%","32",".07%"
"27
Chattooga","215",".47%","89.58%","25",".82%","10.42%","240",".49%"
"28
Cherokee","535","1.17%","90.68%","55","1.80%","9.32%","590","1.21%"
"29
Clarke","435",".95%","93.55%","30",".98%","6.45%","465",".95%"
"30
Clay","27",".06%","96.43%","1",".03%","3.57%","28",".06%"
"31
Clayton","1,576","3.44%","94.20%","97","3.18%","5.80%","1,673","3.42%"
"32
Clinch","49",".11%","94.23%","3",".10%","5.77%","52",".11%"
"33
Cobb","2,482","5.42%","91.89%","219","7.18%","8.11%","2,701","5.53%"
"34
Coffee","212",".46%","90.21%","23",".75%","9.79%","235",".48%"
"35
Colquitt","285",".62%","96.28%","11",".36%","3.72%","296",".61%"
"36
Columbia","260",".57%","92.53%","21",".69%","7.47%","281",".58%"
"37
Cook","136",".30%","95.10%","7",".23%","4.90%","143",".29%"
"38
Coweta","475","1.04%","95.19%","24",".79%","4.81%","499","1.02%"
