"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"076
Houston County","631","1.24%","92.79%","49","1.29%","7.21%","680","1.25%"
"077
Irwin County","80",".16%","98.77%","1",".03%","1.23%","81",".15%"
"078
Jackson County","249",".49%","92.57%","20",".52%","7.43%","269",".49%"
"079
Jasper County","54",".11%","91.53%","5",".13%","8.47%","59",".11%"
"080
Jeff Davis County","81",".16%","92.05%","7",".18%","7.95%","88",".16%"
"081
Jefferson County","150",".30%","97.40%","4",".10%","2.60%","154",".28%"
"082
Jenkins County","85",".17%","96.59%","3",".08%","3.41%","88",".16%"
"083
Johnson County","38",".07%","95.00%","2",".05%","5.00%","40",".07%"
"084
Jones County","203",".40%","89.04%","25",".66%","10.96%","228",".42%"
"085
Lamar County","74",".15%","93.67%","5",".13%","6.33%","79",".14%"
"086
Lanier County","43",".08%","97.73%","1",".03%","2.27%","44",".08%"
"087
Laurens County","246",".48%","93.54%","17",".45%","6.46%","263",".48%"
"088
Lee County","77",".15%","89.53%","9",".24%","10.47%","86",".16%"
"089
Liberty County","237",".47%","93.31%","17",".45%","6.69%","254",".47%"
"090
Lincoln County","31",".06%","93.94%","2",".05%","6.06%","33",".06%"
"091
Long County","70",".14%","93.33%","5",".13%","6.67%","75",".14%"
"092
Lowndes County","510","1.01%","96.59%","18",".47%","3.41%","528",".97%"
"093
Lumpkin County","80",".16%","89.89%","9",".24%","10.11%","89",".16%"
"094
Macon County","56",".11%","100.00%","","","","56",".10%"
"095
Madison County","125",".25%","88.03%","17",".45%","11.97%","142",".26%"
"096
Marion County","22",".04%","91.67%","2",".05%","8.33%","24",".04%"
"097
Mcduffie County","203",".40%","94.42%","12",".31%","5.58%","215",".39%"
"098
Mcintosh County","48",".09%","96.00%","2",".05%","4.00%","50",".09%"
"099
Meriwether County","186",".37%","90.29%","20",".52%","9.71%","206",".38%"
"100
Miller County","32",".06%","94.12%","2",".05%","5.88%","34",".06%"
"101
Mitchell County","150",".30%","92.59%","12",".31%","7.41%","162",".30%"
"102
Monroe County","135",".27%","91.84%","12",".31%","8.16%","147",".27%"
"103
Montgomery County","33",".07%","89.19%","4",".10%","10.81%","37",".07%"
"104
Morgan County","134",".26%","91.16%","13",".34%","8.84%","147",".27%"
"105
Murray County","181",".36%","93.30%","13",".34%","6.70%","194",".36%"
"106
Muscogee County","1,194","2.35%","94.54%","69","1.81%","5.46%","1,263","2.32%"
"107
Newton County","716","1.41%","91.68%","65","1.70%","8.32%","781","1.43%"
"108
Oconee County","53",".10%","96.36%","2",".05%","3.64%","55",".10%"
"109
Oglethorpe County","68",".13%","93.15%","5",".13%","6.85%","73",".13%"
"110
Paulding County","240",".47%","93.02%","18",".47%","6.98%","258",".47%"
"111
Peach County","99",".20%","91.67%","9",".24%","8.33%","108",".20%"
"112
Pickens County","92",".18%","87.62%","13",".34%","12.38%","105",".19%"
"113
Pierce County","115",".23%","91.27%","11",".29%","8.73%","126",".23%"
