"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","40",".08%","88.89%","5",".13%","11.11%","45",".08%"
"Polk County","194",".38%","92.82%","15",".38%","7.18%","209",".38%"
"Pulaski County","46",".09%","95.83%","2",".05%","4.17%","48",".09%"
"Putnam County","152",".30%","89.94%","17",".43%","10.06%","169",".31%"
"Quitman County","17",".03%","100.00%","","","","17",".03%"
"Rabun County","62",".12%","88.57%","8",".20%","11.43%","70",".13%"
"Randolph County","62",".12%","96.88%","2",".05%","3.13%","64",".12%"
"Richmond County","1,955","3.83%","93.63%","133","3.37%","6.37%","2,088","3.79%"
"Rockdale County","494",".97%","92.16%","42","1.06%","7.84%","536",".97%"
"Schley County","12",".02%","80.00%","3",".08%","20.00%","15",".03%"
"Screven County","120",".23%","96.77%","4",".10%","3.23%","124",".23%"
"Seminole County","69",".14%","85.19%","12",".30%","14.81%","81",".15%"
"Spalding County","525","1.03%","93.09%","39",".99%","6.91%","564","1.02%"
"Stephens County","176",".34%","86.27%","28",".71%","13.73%","204",".37%"
"Stewart County","34",".07%","97.14%","1",".03%","2.86%","35",".06%"
"Sumter County","193",".38%","95.07%","10",".25%","4.93%","203",".37%"
"Talbot County","37",".07%","92.50%","3",".08%","7.50%","40",".07%"
"Taliaferro County","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"Tattnall County","201",".39%","93.06%","15",".38%","6.94%","216",".39%"
"Taylor County","73",".14%","90.12%","8",".20%","9.88%","81",".15%"
"Telfair County","106",".21%","94.64%","6",".15%","5.36%","112",".20%"
"Terrell County","88",".17%","94.62%","5",".13%","5.38%","93",".17%"
"Thomas County","203",".40%","96.67%","7",".18%","3.33%","210",".38%"
"Tift County","318",".62%","94.36%","19",".48%","5.64%","337",".61%"
"Toombs County","323",".63%","90.73%","33",".84%","9.27%","356",".65%"
"Towns County","55",".11%","74.32%","19",".48%","25.68%","74",".13%"
"Treutlen County","78",".15%","93.98%","5",".13%","6.02%","83",".15%"
"Troup County","670","1.31%","91.66%","61","1.55%","8.34%","731","1.33%"
"Turner County","64",".13%","96.97%","2",".05%","3.03%","66",".12%"
"Twiggs County","51",".10%","96.23%","2",".05%","3.77%","53",".10%"
"Union County","99",".19%","83.90%","19",".48%","16.10%","118",".21%"
"Upson County","167",".33%","94.89%","9",".23%","5.11%","176",".32%"
"Walker County","436",".85%","91.02%","43","1.09%","8.98%","479",".87%"
"Walton County","554","1.08%","89.50%","65","1.65%","10.50%","619","1.12%"
"Ware County","333",".65%","93.54%","23",".58%","6.46%","356",".65%"
"Warren County","36",".07%","94.74%","2",".05%","5.26%","38",".07%"
"Washington County","193",".38%","89.35%","23",".58%","10.65%","216",".39%"
"Wayne County","171",".33%","92.43%","14",".35%","7.57%","185",".34%"
