"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","52",".10%","91.23%","5",".14%","8.77%","57",".11%"
"115
Polk County","177",".36%","96.72%","6",".17%","3.28%","183",".34%"
"116
Pulaski County","62",".12%","98.41%","1",".03%","1.59%","63",".12%"
"117
Putnam County","163",".33%","90.56%","17",".48%","9.44%","180",".34%"
"118
Quitman County","24",".05%","100.00%","","","","24",".05%"
"119
Rabun County","52",".10%","91.23%","5",".14%","8.77%","57",".11%"
"120
Randolph County","65",".13%","95.59%","3",".09%","4.41%","68",".13%"
"121
Richmond County","1,934","3.89%","94.71%","108","3.08%","5.29%","2,042","3.84%"
"122
Rockdale County","447",".90%","93.51%","31",".88%","6.49%","478",".90%"
"123
Schley County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"124
Screven County","129",".26%","93.48%","9",".26%","6.52%","138",".26%"
"125
Seminole County","68",".14%","88.31%","9",".26%","11.69%","77",".14%"
"126
Spalding County","499","1.00%","94.15%","31",".88%","5.85%","530","1.00%"
"127
Stephens County","161",".32%","92.53%","13",".37%","7.47%","174",".33%"
"128
Stewart County","27",".05%","96.43%","1",".03%","3.57%","28",".05%"
"129
Sumter County","194",".39%","94.63%","11",".31%","5.37%","205",".39%"
"130
Talbot County","47",".09%","95.92%","2",".06%","4.08%","49",".09%"
"131
Taliaferro County","21",".04%","91.30%","2",".06%","8.70%","23",".04%"
"132
Tattnall County","202",".41%","90.58%","21",".60%","9.42%","223",".42%"
"133
Taylor County","64",".13%","92.75%","5",".14%","7.25%","69",".13%"
"134
Telfair County","83",".17%","95.40%","4",".11%","4.60%","87",".16%"
"135
Terrell County","80",".16%","96.39%","3",".09%","3.61%","83",".16%"
"136
Thomas County","214",".43%","93.86%","14",".40%","6.14%","228",".43%"
"137
Tift County","329",".66%","94.81%","18",".51%","5.19%","347",".65%"
"138
Toombs County","328",".66%","92.13%","28",".80%","7.87%","356",".67%"
"139
Towns County","35",".07%","87.50%","5",".14%","12.50%","40",".08%"
"140
Treutlen County","85",".17%","97.70%","2",".06%","2.30%","87",".16%"
"141
Troup County","573","1.15%","91.68%","52","1.48%","8.32%","625","1.18%"
"142
Turner County","62",".12%","91.18%","6",".17%","8.82%","68",".13%"
"143
Twiggs County","66",".13%","97.06%","2",".06%","2.94%","68",".13%"
"144
Union County","58",".12%","80.56%","14",".40%","19.44%","72",".14%"
"145
Upson County","171",".34%","94.48%","10",".29%","5.52%","181",".34%"
"146
Walker County","386",".78%","90.19%","42","1.20%","9.81%","428",".80%"
"147
Walton County","479",".96%","90.04%","53","1.51%","9.96%","532","1.00%"
"148
Ware County","349",".70%","92.82%","27",".77%","7.18%","376",".71%"
"149
Warren County","45",".09%","97.83%","1",".03%","2.17%","46",".09%"
"150
Washington County","192",".39%","91.00%","19",".54%","9.00%","211",".40%"
"151
Wayne County","160",".32%","89.89%","18",".51%","10.11%","178",".33%"
