"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","614","1.21%","92.61%","49","1.28%","7.39%","663","1.22%"
"039
Crawford County","20",".04%","83.33%","4",".10%","16.67%","24",".04%"
"040
Crisp County","289",".57%","93.83%","19",".50%","6.17%","308",".57%"
"041
Dade County","91",".18%","91.92%","8",".21%","8.08%","99",".18%"
"042
Dawson County","88",".17%","84.62%","16",".42%","15.38%","104",".19%"
"043
Decatur County","219",".43%","94.40%","13",".34%","5.60%","232",".43%"
"044
Dekalb County","2,897","5.72%","95.39%","140","3.67%","4.61%","3,037","5.57%"
"045
Dodge County","164",".32%","94.25%","10",".26%","5.75%","174",".32%"
"046
Dooly County","112",".22%","94.92%","6",".16%","5.08%","118",".22%"
"047
Dougherty County","910","1.80%","94.89%","49","1.28%","5.11%","959","1.76%"
"048
Douglas County","1,034","2.04%","90.23%","112","2.93%","9.77%","1,146","2.10%"
"049
Early County","81",".16%","90.00%","9",".24%","10.00%","90",".17%"
"050
Echols County","12",".02%","100.00%","","","","12",".02%"
"051
Effingham County","240",".47%","93.02%","18",".47%","6.98%","258",".47%"
"052
Elbert County","155",".31%","93.94%","10",".26%","6.06%","165",".30%"
"053
Emanuel County","163",".32%","92.09%","14",".37%","7.91%","177",".32%"
"054
Evans County","81",".16%","93.10%","6",".16%","6.90%","87",".16%"
"055
Fannin County","91",".18%","89.22%","11",".29%","10.78%","102",".19%"
"056
Fayette County","323",".64%","92.29%","27",".71%","7.71%","350",".64%"
"057
Floyd County","889","1.75%","88.90%","111","2.91%","11.10%","1,000","1.83%"
"058
Forsyth County","374",".74%","90.56%","39","1.02%","9.44%","413",".76%"
"059
Franklin County","163",".32%","91.06%","16",".42%","8.94%","179",".33%"
"060
Fulton County","4,857","9.58%","96.14%","195","5.11%","3.86%","5,052","9.27%"
"061
Gilmer County","86",".17%","91.49%","8",".21%","8.51%","94",".17%"
"062
Glascock County","5",".01%","100.00%","","","","5",".01%"
"063
Glynn County","503",".99%","92.80%","39","1.02%","7.20%","542",".99%"
"064
Gordon County","360",".71%","87.38%","52","1.36%","12.62%","412",".76%"
"065
Grady County","134",".26%","95.71%","6",".16%","4.29%","140",".26%"
"066
Greene County","110",".22%","95.65%","5",".13%","4.35%","115",".21%"
"067
Gwinnett County","2,607","5.14%","93.24%","189","4.95%","6.76%","2,796","5.13%"
"068
Habersham County","106",".21%","90.60%","11",".29%","9.40%","117",".21%"
"069
Hall County","683","1.35%","92.17%","58","1.52%","7.83%","741","1.36%"
"070
Hancock County","31",".06%","100.00%","","","","31",".06%"
"071
Haralson County","116",".23%","94.31%","7",".18%","5.69%","123",".23%"
"072
Harris County","110",".22%","90.16%","12",".31%","9.84%","122",".22%"
"073
Hart County","155",".31%","89.08%","19",".50%","10.92%","174",".32%"
"074
Heard County","50",".10%","90.91%","5",".13%","9.09%","55",".10%"
"075
Henry County","498",".98%","89.41%","59","1.54%","10.59%","557","1.02%"
