"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","43",".08%","91.49%","4",".10%","8.51%","47",".09%"
"Polk County","182",".36%","92.39%","15",".39%","7.61%","197",".36%"
"Pulaski County","54",".11%","93.10%","4",".10%","6.90%","58",".11%"
"Putnam County","152",".30%","91.02%","15",".39%","8.98%","167",".31%"
"Quitman County","16",".03%","100.00%","","","","16",".03%"
"Rabun County","54",".11%","88.52%","7",".18%","11.48%","61",".11%"
"Randolph County","66",".13%","94.29%","4",".10%","5.71%","70",".13%"
"Richmond County","2,019","3.98%","93.52%","140","3.67%","6.48%","2,159","3.96%"
"Rockdale County","479",".94%","92.65%","38","1.00%","7.35%","517",".95%"
"Schley County","12",".02%","92.31%","1",".03%","7.69%","13",".02%"
"Screven County","137",".27%","97.86%","3",".08%","2.14%","140",".26%"
"Seminole County","74",".15%","87.06%","11",".29%","12.94%","85",".16%"
"Spalding County","466",".92%","93.39%","33",".87%","6.61%","499",".92%"
"Stephens County","159",".31%","91.38%","15",".39%","8.62%","174",".32%"
"Stewart County","36",".07%","97.30%","1",".03%","2.70%","37",".07%"
"Sumter County","188",".37%","95.43%","9",".24%","4.57%","197",".36%"
"Talbot County","45",".09%","93.75%","3",".08%","6.25%","48",".09%"
"Taliaferro County","16",".03%","94.12%","1",".03%","5.88%","17",".03%"
"Tattnall County","186",".37%","92.54%","15",".39%","7.46%","201",".37%"
"Taylor County","68",".13%","97.14%","2",".05%","2.86%","70",".13%"
"Telfair County","109",".21%","91.60%","10",".26%","8.40%","119",".22%"
"Terrell County","88",".17%","94.62%","5",".13%","5.38%","93",".17%"
"Thomas County","223",".44%","93.31%","16",".42%","6.69%","239",".44%"
"Tift County","354",".70%","93.90%","23",".60%","6.10%","377",".69%"
"Toombs County","331",".65%","90.44%","35",".92%","9.56%","366",".67%"
"Towns County","48",".09%","76.19%","15",".39%","23.81%","63",".12%"
"Treutlen County","73",".14%","94.81%","4",".10%","5.19%","77",".14%"
"Troup County","620","1.22%","92.40%","51","1.34%","7.60%","671","1.23%"
"Turner County","70",".14%","97.22%","2",".05%","2.78%","72",".13%"
"Twiggs County","57",".11%","95.00%","3",".08%","5.00%","60",".11%"
"Union County","89",".18%","91.75%","8",".21%","8.25%","97",".18%"
"Upson County","177",".35%","93.16%","13",".34%","6.84%","190",".35%"
"Walker County","442",".87%","91.13%","43","1.13%","8.87%","485",".89%"
"Walton County","549","1.08%","92.11%","47","1.23%","7.89%","596","1.09%"
"Ware County","379",".75%","91.55%","35",".92%","8.45%","414",".76%"
"Warren County","33",".07%","100.00%","","","","33",".06%"
"Washington County","178",".35%","90.82%","18",".47%","9.18%","196",".36%"
"Wayne County","145",".29%","92.36%","12",".31%","7.64%","157",".29%"
