"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Irwin","64",".14%","96.97%","2",".06%","3.03%","66",".13%"
"Jackson","215",".47%","93.07%","16",".49%","6.93%","231",".47%"
"Jasper","65",".14%","94.20%","4",".12%","5.80%","69",".14%"
"Jeff Davis","63",".14%","94.03%","4",".12%","5.97%","67",".14%"
"Jefferson","104",".23%","99.05%","1",".03%",".95%","105",".21%"
"Jenkins","71",".15%","93.42%","5",".15%","6.58%","76",".15%"
"Johnson","61",".13%","98.39%","1",".03%","1.61%","62",".13%"
"Jones","118",".26%","94.40%","7",".21%","5.60%","125",".25%"
"Lamar","76",".16%","95.00%","4",".12%","5.00%","80",".16%"
"Lanier","41",".09%","93.18%","3",".09%","6.82%","44",".09%"
"Laurens","265",".57%","92.33%","22",".67%","7.67%","287",".58%"
"Lee","58",".13%","95.08%","3",".09%","4.92%","61",".12%"
"Liberty","232",".50%","95.87%","10",".31%","4.13%","242",".49%"
"Lincoln","40",".09%","97.56%","1",".03%","2.44%","41",".08%"
"Long","86",".19%","93.48%","6",".18%","6.52%","92",".19%"
"Lowndes","540","1.17%","94.74%","30",".92%","5.26%","570","1.15%"
"Lumpkin","78",".17%","89.66%","9",".28%","10.34%","87",".18%"
"Macon","73",".16%","97.33%","2",".06%","2.67%","75",".15%"
"Madison","138",".30%","92.62%","11",".34%","7.38%","149",".30%"
"Marion","46",".10%","93.88%","3",".09%","6.12%","49",".10%"
"Mcduffie","212",".46%","93.39%","15",".46%","6.61%","227",".46%"
"Mcintosh","66",".14%","98.51%","1",".03%","1.49%","67",".14%"
"Meriwether","184",".40%","93.88%","12",".37%","6.12%","196",".40%"
"Miller","30",".07%","96.77%","1",".03%","3.23%","31",".06%"
"Mitchell","194",".42%","93.27%","14",".43%","6.73%","208",".42%"
"Monroe","166",".36%","92.74%","13",".40%","7.26%","179",".36%"
"Montgomery","45",".10%","95.74%","2",".06%","4.26%","47",".10%"
"Morgan","86",".19%","93.48%","6",".18%","6.52%","92",".19%"
"Murray","202",".44%","90.58%","21",".64%","9.42%","223",".45%"
"Muscogee","1,648","3.57%","93.42%","116","3.56%","6.58%","1,764","3.57%"
"Newton","472","1.02%","92.55%","38","1.16%","7.45%","510","1.03%"
"Oconee","60",".13%","95.24%","3",".09%","4.76%","63",".13%"
"Oglethorpe","55",".12%","91.67%","5",".15%","8.33%","60",".12%"
"Paulding","190",".41%","93.14%","14",".43%","6.86%","204",".41%"
"Peach","86",".19%","97.73%","2",".06%","2.27%","88",".18%"
"Pickens","88",".19%","96.70%","3",".09%","3.30%","91",".18%"
"Pierce","51",".11%","96.23%","2",".06%","3.77%","53",".11%"
"Pike","46",".10%","92.00%","4",".12%","8.00%","50",".10%"
