"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","580","1.29%","94.93%","31",".94%","5.07%","611","1.27%"
"039
Crawford County","19",".04%","100.00%","","","","19",".04%"
"040
Crisp County","362",".81%","92.82%","28",".85%","7.18%","390",".81%"
"041
Dade County","90",".20%","84.11%","17",".51%","15.89%","107",".22%"
"042
Dawson County","98",".22%","85.96%","16",".48%","14.04%","114",".24%"
"043
Decatur County","243",".54%","93.82%","16",".48%","6.18%","259",".54%"
"044
Dekalb County","2,381","5.30%","95.74%","106","3.21%","4.26%","2,487","5.16%"
"045
Dodge County","120",".27%","88.89%","15",".45%","11.11%","135",".28%"
"046
Dooly County","141",".31%","90.97%","14",".42%","9.03%","155",".32%"
"047
Dougherty County","739","1.65%","95.60%","34","1.03%","4.40%","773","1.60%"
"048
Douglas County","879","1.96%","91.18%","85","2.57%","8.82%","964","2.00%"
"049
Early County","85",".19%","96.59%","3",".09%","3.41%","88",".18%"
"050
Echols County","10",".02%","100.00%","","","","10",".02%"
"051
Effingham County","230",".51%","90.91%","23",".70%","9.09%","253",".52%"
"052
Elbert County","123",".27%","96.09%","5",".15%","3.91%","128",".27%"
"053
Emanuel County","171",".38%","92.93%","13",".39%","7.07%","184",".38%"
"054
Evans County","71",".16%","91.03%","7",".21%","8.97%","78",".16%"
"055
Fannin County","106",".24%","90.60%","11",".33%","9.40%","117",".24%"
"056
Fayette County","340",".76%","92.39%","28",".85%","7.61%","368",".76%"
"057
Floyd County","844","1.88%","90.56%","88","2.66%","9.44%","932","1.93%"
"058
Forsyth County","363",".81%","90.52%","38","1.15%","9.48%","401",".83%"
"059
Franklin County","154",".34%","88.51%","20",".60%","11.49%","174",".36%"
"060
Fulton County","4,084","9.09%","96.16%","163","4.93%","3.84%","4,247","8.81%"
"061
Gilmer County","98",".22%","91.59%","9",".27%","8.41%","107",".22%"
"062
Glascock County","13",".03%","100.00%","","","","13",".03%"
"063
Glynn County","474","1.06%","93.49%","33","1.00%","6.51%","507","1.05%"
"064
Gordon County","388",".86%","87.98%","53","1.60%","12.02%","441",".91%"
"065
Grady County","178",".40%","93.19%","13",".39%","6.81%","191",".40%"
"066
Greene County","107",".24%","94.69%","6",".18%","5.31%","113",".23%"
"067
Gwinnett County","2,285","5.09%","93.92%","148","4.48%","6.08%","2,433","5.05%"
"068
Habersham County","111",".25%","86.05%","18",".54%","13.95%","129",".27%"
"069
Hall County","648","1.44%","92.44%","53","1.60%","7.56%","701","1.45%"
"070
Hancock County","39",".09%","95.12%","2",".06%","4.88%","41",".09%"
"071
Haralson County","142",".32%","91.61%","13",".39%","8.39%","155",".32%"
"072
Harris County","89",".20%","95.70%","4",".12%","4.30%","93",".19%"
"073
Hart County","160",".36%","87.91%","22",".67%","12.09%","182",".38%"
"074
Heard County","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"075
Henry County","623","1.39%","92.30%","52","1.57%","7.70%","675","1.40%"
