"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","85",".19%","95.51%","4",".14%","4.49%","89",".18%"
"Atkinson","38",".08%","95.00%","2",".07%","5.00%","40",".08%"
"Bacon","48",".11%","94.12%","3",".10%","5.88%","51",".11%"
"Baker","17",".04%","94.44%","1",".03%","5.56%","18",".04%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","344",".75%","93.73%","23",".80%","6.27%","367",".76%"
"Banks","71",".16%","92.21%","6",".21%","7.79%","77",".16%"
"Barrow","215",".47%","95.13%","11",".38%","4.87%","226",".47%"
"Bartow","510","1.12%","91.07%","50","1.73%","8.93%","560","1.15%"
"Ben Hill","208",".46%","91.23%","20",".69%","8.77%","228",".47%"
"0
Berrien","80",".18%","89.89%","9",".31%","10.11%","89",".18%"
"11
Bibb","978","2.14%","95.04%","51","1.77%","4.96%","1,029","2.12%"
"12
Bleckley","100",".22%","90.09%","11",".38%","9.91%","111",".23%"
"13
Brantley","51",".11%","92.73%","4",".14%","7.27%","55",".11%"
"14
Brooks","69",".15%","100.00%","","","","69",".14%"
"15
Bryan","96",".21%","95.05%","5",".17%","4.95%","101",".21%"
"16
Bulloch","405",".89%","93.97%","26",".90%","6.03%","431",".89%"
"17
Burke","203",".44%","96.67%","7",".24%","3.33%","210",".43%"
"18
Butts","121",".27%","96.80%","4",".14%","3.20%","125",".26%"
"19
Calhoun","33",".07%","91.67%","3",".10%","8.33%","36",".07%"
"20
Camden","118",".26%","97.52%","3",".10%","2.48%","121",".25%"
"21
Candler","62",".14%","98.41%","1",".03%","1.59%","63",".13%"
"22
Carroll","458","1.00%","92.71%","36","1.25%","7.29%","494","1.02%"
"23
Catoosa","241",".53%","91.63%","22",".76%","8.37%","263",".54%"
"24
Charlton","64",".14%","95.52%","3",".10%","4.48%","67",".14%"
"25
Chatham","2,344","5.14%","94.06%","148","5.13%","5.94%","2,492","5.14%"
"26
Chattahoochee","30",".07%","93.75%","2",".07%","6.25%","32",".07%"
"27
Chattooga","218",".48%","89.71%","25",".87%","10.29%","243",".50%"
"28
Cherokee","556","1.22%","90.85%","56","1.94%","9.15%","612","1.26%"
"29
Clarke","444",".97%","93.87%","29","1.01%","6.13%","473",".98%"
"30
Clay","27",".06%","96.43%","1",".03%","3.57%","28",".06%"
"31
Clayton","1,582","3.47%","93.66%","107","3.71%","6.34%","1,689","3.48%"
"32
Clinch","50",".11%","94.34%","3",".10%","5.66%","53",".11%"
"33
Cobb","2,395","5.25%","92.87%","184","6.38%","7.13%","2,579","5.32%"
"34
Coffee","213",".47%","90.25%","23",".80%","9.75%","236",".49%"
"35
Colquitt","283",".62%","96.26%","11",".38%","3.74%","294",".61%"
"36
Columbia","261",".57%","92.55%","21",".73%","7.45%","282",".58%"
"37
Cook","140",".31%","97.22%","4",".14%","2.78%","144",".30%"
"38
Coweta","470","1.03%","95.53%","22",".76%","4.47%","492","1.01%"
