"","Male","","","Female","","","Total",""
"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"77
Irwin","64",".14%","96.97%","2",".06%","3.03%","66",".13%"
"78
Jackson","213",".45%","92.61%","17",".50%","7.39%","230",".45%"
"79
Jasper","68",".14%","95.77%","3",".09%","4.23%","71",".14%"
"80
Jeff Davis","62",".13%","96.88%","2",".06%","3.13%","64",".13%"
"81
Jefferson","106",".22%","99.07%","1",".03%",".93%","107",".21%"
"82
Jenkins","71",".15%","93.42%","5",".15%","6.58%","76",".15%"
"83
Johnson","68",".14%","98.55%","1",".03%","1.45%","69",".14%"
"84
Jones","141",".30%","90.97%","14",".41%","9.03%","155",".31%"
"85
Lamar","81",".17%","94.19%","5",".15%","5.81%","86",".17%"
"86
Lanier","42",".09%","91.30%","4",".12%","8.70%","46",".09%"
"87
Laurens","287",".61%","92.58%","23",".67%","7.42%","310",".61%"
"88
Lee","70",".15%","95.89%","3",".09%","4.11%","73",".14%"
"89
Liberty","233",".49%","95.49%","11",".32%","4.51%","244",".48%"
"90
Lincoln","42",".09%","100.00%","","","","42",".08%"
"91
Long","83",".18%","93.26%","6",".18%","6.74%","89",".18%"
"92
Lowndes","573","1.21%","95.34%","28",".82%","4.66%","601","1.18%"
"93
Lumpkin","89",".19%","90.82%","9",".26%","9.18%","98",".19%"
"94
Macon","65",".14%","94.20%","4",".12%","5.80%","69",".14%"
"95
Madison","145",".31%","93.55%","10",".29%","6.45%","155",".31%"
"96
Marion","52",".11%","94.55%","3",".09%","5.45%","55",".11%"
"97
Mcduffie","211",".45%","95.05%","11",".32%","4.95%","222",".44%"
"98
Mcintosh","66",".14%","97.06%","2",".06%","2.94%","68",".13%"
"99
Meriwether","187",".39%","94.44%","11",".32%","5.56%","198",".39%"
"100
Miller","32",".07%","96.97%","1",".03%","3.03%","33",".06%"
"101
Mitchell","197",".42%","93.36%","14",".41%","6.64%","211",".42%"
"102
Monroe","163",".34%","89.07%","20",".59%","10.93%","183",".36%"
"103
Montgomery","46",".10%","95.83%","2",".06%","4.17%","48",".09%"
"104
Morgan","85",".18%","90.43%","9",".26%","9.57%","94",".19%"
"105
Murray","233",".49%","92.09%","20",".59%","7.91%","253",".50%"
"106
Muscogee","1,682","3.55%","93.24%","122","3.57%","6.76%","1,804","3.55%"
"107
Newton","486","1.03%","91.53%","45","1.32%","8.47%","531","1.05%"
"108
Oconee","60",".13%","96.77%","2",".06%","3.23%","62",".12%"
"109
Oglethorpe","62",".13%","93.94%","4",".12%","6.06%","66",".13%"
"110
Paulding","190",".40%","94.06%","12",".35%","5.94%","202",".40%"
"111
Peach","86",".18%","97.73%","2",".06%","2.27%","88",".17%"
"112
Pickens","85",".18%","95.51%","4",".12%","4.49%","89",".18%"
"113
Pierce","50",".11%","96.15%","2",".06%","3.85%","52",".10%"
"114
Pike","47",".10%","92.16%","4",".12%","7.84%","51",".10%"
