"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","705","1.58%","91.56%","65","1.99%","8.44%","770","1.61%"
"Irwin County","57",".13%","98.28%","1",".03%","1.72%","58",".12%"
"Jackson County","239",".54%","92.64%","19",".58%","7.36%","258",".54%"
"Jasper County","57",".13%","93.44%","4",".12%","6.56%","61",".13%"
"Jeff Davis County","77",".17%","92.77%","6",".18%","7.23%","83",".17%"
"Jefferson County","136",".31%","93.79%","9",".28%","6.21%","145",".30%"
"Jenkins County","59",".13%","95.16%","3",".09%","4.84%","62",".13%"
"Johnson County","39",".09%","97.50%","1",".03%","2.50%","40",".08%"
"Jones County","175",".39%","88.83%","22",".67%","11.17%","197",".41%"
"Lamar County","78",".18%","88.64%","10",".31%","11.36%","88",".18%"
"Lanier County","50",".11%","94.34%","3",".09%","5.66%","53",".11%"
"Laurens County","264",".59%","91.67%","24",".74%","8.33%","288",".60%"
"Lee County","78",".18%","95.12%","4",".12%","4.88%","82",".17%"
"Liberty County","189",".42%","92.20%","16",".49%","7.80%","205",".43%"
"Lincoln County","32",".07%","91.43%","3",".09%","8.57%","35",".07%"
"Long County","62",".14%","92.54%","5",".15%","7.46%","67",".14%"
"Lowndes County","433",".97%","96.22%","17",".52%","3.78%","450",".94%"
"Lumpkin County","74",".17%","88.10%","10",".31%","11.90%","84",".18%"
"Macon County","40",".09%","93.02%","3",".09%","6.98%","43",".09%"
"Madison County","140",".31%","93.33%","10",".31%","6.67%","150",".31%"
"Marion County","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"Mcduffie County","167",".37%","94.35%","10",".31%","5.65%","177",".37%"
"Mcintosh County","56",".13%","91.80%","5",".15%","8.20%","61",".13%"
"Meriwether County","140",".31%","92.72%","11",".34%","7.28%","151",".32%"
"Miller County","32",".07%","96.97%","1",".03%","3.03%","33",".07%"
"Mitchell County","142",".32%","92.21%","12",".37%","7.79%","154",".32%"
"Monroe County","172",".39%","86.87%","26",".80%","13.13%","198",".41%"
"Montgomery County","25",".06%","96.15%","1",".03%","3.85%","26",".05%"
"Morgan County","139",".31%","92.05%","12",".37%","7.95%","151",".32%"
"Murray County","264",".59%","87.42%","38","1.17%","12.58%","302",".63%"
"Muscogee County","951","2.13%","94.72%","53","1.63%","5.28%","1,004","2.10%"
"Newton County","645","1.45%","91.88%","57","1.75%","8.12%","702","1.47%"
"Oconee County","47",".11%","97.92%","1",".03%","2.08%","48",".10%"
"Oglethorpe County","63",".14%","95.45%","3",".09%","4.55%","66",".14%"
"Paulding County","233",".52%","92.09%","20",".61%","7.91%","253",".53%"
"Peach County","60",".13%","95.24%","3",".09%","4.76%","63",".13%"
"Pickens County","103",".23%","89.57%","12",".37%","10.43%","115",".24%"
"Pierce County","105",".24%","92.92%","8",".25%","7.08%","113",".24%"
