"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Coweta County","536","1.06%","93.87%","35",".97%","6.13%","571","1.05%"
"Crawford County","18",".04%","100.00%","","","","18",".03%"
"Crisp County","265",".52%","95.32%","13",".36%","4.68%","278",".51%"
"Dade County","106",".21%","92.98%","8",".22%","7.02%","114",".21%"
"Dawson County","104",".21%","91.23%","10",".28%","8.77%","114",".21%"
"Decatur County","305",".60%","93.85%","20",".56%","6.15%","325",".60%"
"Dekalb County","3,171","6.25%","95.28%","157","4.37%","4.72%","3,328","6.13%"
"Dodge County","152",".30%","92.68%","12",".33%","7.32%","164",".30%"
"Dooly County","98",".19%","94.23%","6",".17%","5.77%","104",".19%"
"Dougherty County","989","1.95%","94.10%","62","1.72%","5.90%","1,051","1.93%"
"Douglas County","1,257","2.48%","90.69%","129","3.59%","9.31%","1,386","2.55%"
"Early County","97",".19%","96.04%","4",".11%","3.96%","101",".19%"
"Echols County","12",".02%","100.00%","","","","12",".02%"
"Effingham County","210",".41%","93.75%","14",".39%","6.25%","224",".41%"
"Elbert County","133",".26%","93.66%","9",".25%","6.34%","142",".26%"
"Emanuel County","178",".35%","93.68%","12",".33%","6.32%","190",".35%"
"Evans County","89",".18%","94.68%","5",".14%","5.32%","94",".17%"
"Fannin County","92",".18%","89.32%","11",".31%","10.68%","103",".19%"
"Fayette County","384",".76%","89.72%","44","1.22%","10.28%","428",".79%"
"Floyd County","807","1.59%","89.17%","98","2.73%","10.83%","905","1.67%"
"Forsyth County","332",".65%","88.53%","43","1.20%","11.47%","375",".69%"
"Franklin County","140",".28%","90.32%","15",".42%","9.68%","155",".29%"
"Fulton County","4,956","9.77%","95.77%","219","6.09%","4.23%","5,175","9.53%"
"Gilmer County","117",".23%","94.35%","7",".19%","5.65%","124",".23%"
"Glascock County","5",".01%","83.33%","1",".03%","16.67%","6",".01%"
"Glynn County","478",".94%","94.65%","27",".75%","5.35%","505",".93%"
"Gordon County","336",".66%","88.19%","45","1.25%","11.81%","381",".70%"
"Grady County","217",".43%","94.76%","12",".33%","5.24%","229",".42%"
"Greene County","126",".25%","91.97%","11",".31%","8.03%","137",".25%"
"Gwinnett County","2,447","4.82%","92.87%","188","5.23%","7.13%","2,635","4.85%"
"Habersham County","100",".20%","98.04%","2",".06%","1.96%","102",".19%"
"Hall County","710","1.40%","90.56%","74","2.06%","9.44%","784","1.44%"
"Hancock County","37",".07%","97.37%","1",".03%","2.63%","38",".07%"
"Haralson County","129",".25%","92.14%","11",".31%","7.86%","140",".26%"
"Harris County","104",".21%","94.55%","6",".17%","5.45%","110",".20%"
"Hart County","142",".28%","94.04%","9",".25%","5.96%","151",".28%"
"Heard County","51",".10%","87.93%","7",".19%","12.07%","58",".11%"
"Henry County","545","1.07%","90.53%","57","1.59%","9.47%","602","1.11%"
